date,recession,gdp_change,median_house,gold_price,dow_open,fed_rate,InvYield_10yr_5yr,unemp_rate,earnings_chg,cpi,inflation,housing_starts
5/1/73,0,6.3,32000,101.623,951,7.88,-0.05,4.9,193,43.9,0.69,2266
6/1/73,0,6.3,33100,119.8,921.4,8.44,0.18,4.9,239,44.2,0.68,2067
7/1/73,0,4.8,34200,120.364,901.4,8.88,0.01,4.8,26,44.3,0.23,2123
8/1/73,0,4.8,33200,106.225,890.2,8.74,-0.39,4.8,255,45.1,1.81,2051
9/1/73,0,4.8,33200,103.034,924.4,11.22,-0.01,4.8,108,45.2,0.22,1874
10/1/73,0,4,33300,99.923,887.6,10.9,0.16,4.6,331,45.6,0.88,1677
11/1/73,1,4,34000,94.645,947.1,9.88,-0.12,4.8,313,45.9,0.66,1724
12/1/73,1,4,35700,106.236,956.6,10.34,-0.15,4.9,111,46.2,0.65,1526
1/1/74,1,0.6,34200,129.027,820.5,9.83,0.08,5.1,69,46.6,0.87,1451
2/1/74,1,0.6,34900,150,850.9,9.31,0.15,5.2,154,47.2,1.29,1752
3/1/74,1,0.6,36000,168.298,855.6,8.97,0.02,5.1,42,47.8,1.27,1555
4/1/74,1,-0.2,35700,172.243,860.5,10.01,-0.25,5.1,86,48,0.42,1607
5/1/74,1,-0.2,35700,163.568,846.7,10.57,-0.54,5.1,167,48.6,1.25,1426
6/1/74,1,-0.2,35100,154.013,836.8,11.64,-0.58,5.4,55,49,0.82,1513
7/1/74,1,-0.6,36800,142.283,802.2,14.33,-0.73,5.5,32,49.4,0.82,1316
8/1/74,1,-0.6,35700,154.362,802.4,12.25,-0.65,5.5,-17,50,1.21,1142
9/1/74,1,-0.6,36200,151.66,757.4,11.6,-0.54,5.9,-9,50.6,1.2,1150
10/1/74,1,-1.9,37200,158.533,678.6,11.3,-0.14,6,20,51.1,0.99,1070
11/1/74,1,-1.9,37300,181.483,607.9,9.65,-0.15,6.6,-365,51.5,0.78,1026
12/1/74,1,-1.9,37400,183.683,665.5,9.47,0.11,7.2,-613,51.9,0.78,975
1/1/75,1,-2.3,37200,176.864,616.1,8.55,0.08,8.1,-359,52.1,0.39,1032
2/1/75,1,-2.3,37900,179.553,619.1,6.76,0.24,8.1,-375,52.5,0.77,904
3/1/75,1,-2.3,38800,178.203,703.7,6.07,0.3,8.6,-270,52.7,0.38,993
4/1/75,0,-1.8,39200,170.066,739.1,5.48,0.43,8.8,-188,52.9,0.38,1005
5/1/75,0,-1.8,39500,167.293,768.2,5.55,0.18,9,164,53.2,0.57,1121
6/1/75,0,-1.8,37900,164.25,821.3,5.23,0.4,8.8,-103,53.6,0.75,1087
7/1/75,0,0.8,38600,164.867,835.7,6.12,0.12,8.6,249,54.2,1.12,1226
8/1/75,0,0.8,38200,163.168,879,6.24,0.08,8.4,383,54.3,0.18,1260
9/1/75,0,0.8,39700,144.311,831.5,6.13,0.06,8.4,75,54.6,0.55,1264
10/1/75,0,2.6,40700,142.691,835.3,6.24,0.07,8.4,312,54.9,0.55,1344
11/1/75,0,2.6,41100,142.565,793.9,5.65,0.22,8.3,145,55.3,0.73,1360
12/1/75,0,2.6,42100,139.279,836,5.31,0.25,8.2,332,55.5,0.36,1321
1/1/76,0,6.2,41600,131.695,860.7,5.37,0.23,7.9,486,55.6,0.18,1367
2/1/76,0,6.2,42700,130.94,852.4,4.84,0.36,7.7,313,55.8,0.36,1538
3/1/76,0,6.2,43600,132.676,975.3,5.21,0.29,7.6,232,55.9,0.18,1421
4/1/76,0,6.2,43300,127.91,972.6,4.83,0.24,7.7,244,56.1,0.36,1395
5/1/76,0,6.2,43600,126.913,999.5,5.1,0.33,7.4,20,56.5,0.71,1459
6/1/76,0,6.2,46100,125.684,995.8,5.58,0.23,7.6,64,56.8,0.53,1495
7/1/76,0,5,44600,117.866,975.2,5.58,0.29,7.8,171,57.1,0.53,1401
8/1/76,0,5,44200,110.055,1002.8,5.32,0.31,7.8,157,57.4,0.53,1550
9/1/76,0,5,44700,114.098,984.6,5.25,0.5,7.6,188,57.6,0.35,1720
10/1/76,0,4.3,45300,116.095,973.7,5.32,0.54,7.7,19,57.9,0.52,1629
11/1/76,0,4.3,45800,130.341,990.2,5.04,0.68,7.8,329,58,0.17,1641
12/1/76,0,4.3,45900,133.674,964.9,4.67,0.95,7.8,208,58.2,0.34,1804
1/1/77,0,3.2,45500,132.306,947.2,4.17,0.68,7.5,242,58.5,0.52,1527
2/1/77,0,3.2,47400,136.163,1004.7,4.58,0.5,7.6,298,59.1,1.03,1943
3/1/77,0,3.2,46200,148.339,954.4,4.7,0.5,7.4,403,59.5,0.68,2063
4/1/77,0,4.5,48700,149.184,936.4,4.72,0.51,7.2,337,60,0.84,1892
5/1/77,0,4.5,49300,146.536,919.6,5.12,0.51,7,360,60.3,0.5,1971
6/1/77,0,4.5,48700,140.828,926.9,5.24,0.51,7.2,400,60.7,0.66,1893
7/1/77,0,5.8,48600,143.383,898.7,5.36,0.63,6.9,346,61,0.49,2058
8/1/77,0,5.8,49000,145.009,916.3,5.84,0.41,7,241,61.2,0.33,2020
9/1/77,0,5.8,48500,149.334,890.1,6.06,0.33,6.8,457,61.4,0.33,1949
10/1/77,0,5,51400,158.848,861.5,6.46,0.28,6.8,268,61.6,0.33,2042
11/1/77,0,5,51800,162.132,847.1,6.65,0.16,6.8,373,61.9,0.49,2042
12/1/77,0,5,52700,160.48,816,6.52,0.2,6.4,237,62.1,0.32,2142
