date,median_house,gold_price,dow_open,gdp,fed_rate,13_wk,5_yr,10_yr,30_yr,unemployment,gas_price,earnings_chg,cpi,inflation,cars_sold,housing_starts,recession
Apr-66,23000.00,35.13,951.90,7.50,4.75,4.50,4.81,4.70,,3.80,,245.00,32.3,0.62,,1352.00,N
May-66,22300.00,35.12,924.80,7.50,4.63,4.65,4.86,4.80,,3.90,,275.00,32.3,0.00,,1265.00,N
Jun-66,21200.00,35.15,933.70,7.50,4.25,4.63,5.02,4.79,,3.80,,399.00,32.4,0.31,,1194.00,N
Jul-66,21800.00,35.18,884.10,6.00,5.50,4.64,5.11,4.99,,3.80,,190.00,32.5,0.31,,1086.00,N
Aug-66,20700.00,35.18,870.10,6.00,5.63,4.75,5.26,5.05,,3.80,,206.00,32.7,0.62,,1119.00,N
Sep-66,22200.00,35.19,846.60,6.00,5.88,5.08,5.63,5.30,,3.70,,136.00,32.7,0.00,,1046.00,N
Oct-66,20800.00,35.16,788.40,4.50,5.75,5.33,5.37,5.08,,3.70,,211.00,32.9,0.61,,843.00,N
Nov-66,21700.00,35.16,774.20,4.50,6.00,5.27,5.26,4.99,,3.60,,165.00,32.9,0.00,,961.00,N
Dec-66,21700.00,35.18,807.10,4.50,5.50,5.16,5.25,5.09,,3.80,,180.00,32.9,0.00,,990.00,N
Jan-67,22200.00,35.18,791.60,2.90,5.00,4.84,4.84,4.69,,3.90,,208.00,32.9,0.00,,1067.00,N
Feb-67,22400.00,35.17,785.70,2.90,4.00,4.50,4.68,4.52,,3.80,,22.00,32.9,0.00,,1123.00,N
Mar-67,22400.00,35.16,849.90,2.90,3.75,4.45,4.70,4.66,,3.80,,101.00,33,0.30,,1056.00,N
Apr-67,22300.00,35.17,839.40,2.60,4.50,3.97,4.42,4.50,,3.80,,-64.00,33.1,0.30,,1091.00,N
May-67,23700.00,35.18,866.00,2.60,4.00,3.75,4.70,4.77,,3.80,,154.00,33.2,0.30,,1304.00,N
Jun-67,23900.00,35.19,897.10,2.60,4.00,3.40,4.72,4.81,,3.90,,130.00,33.3,0.30,,1248.00,N
Jul-67,23300.00,35.19,852.60,2.70,3.50,4.10,5.36,5.22,,3.80,,138.00,33.4,0.30,,1364.00,N
Aug-67,21700.00,35.19,860.30,2.70,3.75,4.16,5.18,5.18,,3.80,,255.00,33.5,0.30,,1407.00,N
Sep-67,22800.00,35.19,904.20,2.70,4.00,4.34,5.32,5.25,,3.80,,21.00,33.6,0.30,,1421.00,N
