date,median_house,gold_price,dow_open,gdp,fed_rate,13_wk,5_yr,10_yr,30_yr,unemployment,gas_price,earnings_chg,cpi,inflation,cars_sold,housing_starts,recession
Oct-67,22300.00,35.19,901.30,2.70,3.75,4.40,5.43,5.35,,4.00,,61.00,33.7,0.30,,1491.00,N
Nov-67,23100.00,35.2,926.70,2.70,4.13,4.58,5.76,5.70,,3.90,,478.00,33.8,0.30,,1538.00,N
Dec-67,22200.00,35.19,879.70,2.70,4.50,5.01,5.82,5.78,,3.80,,197.00,33.9,0.30,,1308.00,N
Jan-68,23400.00,35.18,875.80,3.80,4.50,5.04,5.68,5.63,,3.70,,-96.00,34.1,0.59,,1380.00,N
Feb-68,23500.00,35.2,905.10,3.80,4.75,4.84,5.60,5.58,,3.80,,411.00,34.2,0.29,,1520.00,N
Mar-68,24600.00,35.2,855.50,3.80,4.75,5.01,5.57,5.56,,3.70,,80.00,34.3,0.29,,1466.00,N
Apr-68,24500.00,37.878,840.50,5.50,5.50,5.13,5.64,5.64,,3.50,,261.00,34.4,0.29,,1554.00,N
May-68,25300.00,40.691,849.20,5.50,6.38,5.48,5.92,5.73,,3.50,,96.00,34.5,0.29,,1408.00,N
Jun-68,25400.00,41.111,912.20,5.50,6.13,5.65,5.91,5.79,,3.70,,253.00,34.7,0.58,,1405.00,N
Jul-68,24600.00,39.53,899.00,5.30,6.13,5.30,5.77,5.62,,3.70,,221.00,34.9,0.58,,1512.00,N
Aug-68,25000.00,39.17,897.80,5.30,6.00,4.97,5.47,5.38,,3.50,,204.00,35,0.29,,1495.00,N
Sep-68,25000.00,40.203,883.00,5.30,5.75,5.18,5.46,5.41,,3.40,,154.00,35.1,0.29,,1556.00,N
Oct-68,25600.00,39.21,896.00,5.00,6.00,5.16,5.48,5.49,,3.40,,237.00,35.3,0.57,,1569.00,N
Nov-68,24600.00,39.795,935.80,5.00,6.00,5.46,5.56,5.61,,3.40,,263.00,35.4,0.28,,1630.00,N
Dec-68,26500.00,41.113,952.40,5.00,6.00,5.61,5.85,5.89,,3.40,,264.00,35.5,0.28,,1548.00,N
Jan-69,24600.00,42.291,985.10,4.50,4.00,6.14,6.29,6.04,,3.40,,191.00,35.6,0.28,,1769.00,N
Feb-69,26000.00,42.616,943.80,4.50,6.38,6.19,6.32,6.22,,3.40,,260.00,35.8,0.56,,1705.00,N
Mar-69,26200.00,43.171,946.10,4.50,7.00,6.17,6.45,6.25,,3.40,,206.00,36.1,0.84,,1561.00,N
Apr-69,25900.00,43.295,905.20,3.10,6.63,5.99,6.32,6.25,,3.40,,167.00,36.3,0.55,,1524.00,N
May-69,26900.00,43.461,935.50,3.10,8.25,5.92,6.46,6.25,,3.40,,256.00,36.4,0.28,,1583.00,N
Jun-69,25200.00,41.442,950.20,3.10,9.38,6.12,6.69,6.56,,3.50,,308.00,36.6,0.55,,1528.00,N
Jul-69,26800.00,41.755,937.60,3.00,8.75,6.67,7.02,6.75,,3.50,,93.00,36.8,0.55,,1368.00,N
Aug-69,24900.00,41.128,873.20,3.00,9.50,7.00,6.98,6.66,,3.50,,279.00,37,0.54,,1358.00,N
Sep-69,26000.00,40.865,815.60,3.00,9.75,7.03,7.17,6.87,,3.70,,-94.00,37.1,0.27,,1507.00,N
Oct-69,24400.00,40.476,836.70,2.00,8.00,7.17,8.04,7.52,,3.70,,207.00,37.3,0.54,,1381.00,N
Nov-69,24900.00,37.452,813.10,2.00,9.00,6.97,7.29,6.90,,3.50,,-35.00,37.5,0.54,,1229.00,N
Dec-69,25100.00,35.189,856.00,2.00,9.63,7.50,7.56,7.29,,3.50,,155.00,37.7,0.53,,1327.00,Y
Jan-70,23600.00,34.946,812.30,0.30,5.00,7.92,8.19,7.86,,3.90,,-65.00,37.8,0.27,,1085.00,Y
Feb-70,24100.00,34.994,800.40,0.30,9.38,7.72,8.18,7.65,,4.20,,129.00,38,0.53,,1305.00,Y
Mar-70,24100.00,35.089,744.10,0.30,8.50,6.87,7.43,6.95,,4.40,,146.00,38.2,0.53,,1319.00,Y
Apr-70,24200.00,35.623,777.60,0.20,8.00,6.34,7.18,7.04,,4.60,,-103.00,38.5,0.79,,1264.00,Y
May-70,25700.00,35.958,785.60,0.20,8.63,6.84,7.98,7.85,,4.80,,-224.00,38.6,0.26,,1290.00,Y
Jun-70,23800.00,35.437,736.10,0.20,7.75,6.85,7.73,7.84,,4.90,,-95.00,38.8,0.52,,1385.00,Y
Jul-70,22900.00,35.329,700.40,0.40,7.00,6.48,7.69,7.64,,5.00,,24.00,39,0.52,,1517.00,Y
Aug-70,23500.00,35.377,683.50,0.40,6.75,6.40,7.60,7.39,,5.10,,-116.00,39,0.00,,1399.00,Y
Sep-70,22600.00,36.196,734.10,0.40,6.75,6.39,7.43,7.47,,5.40,,7.00,39.2,0.51,,1534.00,Y
Oct-70,22100.00,37.553,764.60,-0.20,6.50,5.86,7.19,7.29,,5.50,,-423.00,39.4,0.51,,1580.00,Y
Nov-70,23500.00,37.455,760.70,-0.20,6.13,5.69,6.95,7.24,,5.90,,-112.00,39.6,0.51,,1647.00,Y
Dec-70,22300.00,37.434,755.60,-0.20,5.63,4.98,6.00,6.48,,6.10,,383.00,39.8,0.51,,1893.00,N
Jan-71,23900.00,37.868,794.10,2.70,3.00,4.89,5.98,6.46,,5.90,,73.00,39.8,0.00,,1828.00,N
Feb-71,24500.00,38.716,838.90,2.70,4.38,4.12,5.79,6.09,,5.90,,-58.00,39.9,0.25,,1741.00,N
Mar-71,24300.00,38.873,868.50,2.70,3.63,3.36,5.35,6.12,,6.00,,53.00,40,0.25,,1910.00,N
Apr-71,25800.00,39.001,878.80,3.10,4.00,3.65,5.16,5.58,,5.90,,176.00,40.1,0.25,,1986.00,N
May-71,25500.00,40.493,904.40,3.10,4.25,3.84,6.09,6.15,,5.90,,211.00,40.3,0.50,,2049.00,N
Jun-71,26100.00,40.105,941.80,3.10,4.75,4.36,6.27,6.36,,5.90,,7.00,40.6,0.74,,2026.00,N
Jul-71,25200.00,40.929,907.80,3.00,5.25,5.21,6.83,6.69,,6.00,,61.00,40.7,0.25,,2083.00,N
Aug-71,25300.00,42.722,891.10,3.00,5.50,5.24,6.94,6.86,,6.10,,58.00,40.8,0.25,,2158.00,N
Sep-71,25400.00,41.976,858.40,3.00,5.75,4.50,6.09,6.22,,6.00,,241.00,40.8,0.00,,2041.00,N
Oct-71,25600.00,42.473,898.10,4.40,5.38,4.55,6.04,6.00,,5.80,,28.00,40.9,0.25,,2128.00,N
Nov-71,25700.00,42.842,887.20,4.40,5.13,4.26,5.75,5.80,,6.00,,205.00,40.9,0.00,,2182.00,N
Dec-71,25300.00,43.455,839.00,4.40,3.75,4.31,5.80,5.92,,6.00,,262.00,41.1,0.49,,2295.00,N
Jan-72,24700.00,45.64,831.30,3.50,3.00,3.69,5.55,5.94,,5.80,,332.00,41.1,0.00,,2494.00,N
Feb-72,26500.00,48.237,890.20,3.50,3.25,3.43,5.78,6.09,,5.70,,207.00,41.3,0.49,,2390.00,N
Mar-72,27400.00,48.288,902.20,3.50,3.25,3.47,5.66,6.04,,5.80,,296.00,41.4,0.24,,2334.00,N
Apr-72,26700.00,49.026,928.10,5.30,4.00,3.79,6.15,6.14,,5.70,,218.00,41.5,0.24,,2249.00,N
May-72,27000.00,54.5,940.70,5.30,4.25,3.62,5.85,6.14,,5.70,,307.00,41.6,0.24,,2221.00,N
Jun-72,26800.00,62.17,954.20,5.30,4.44,3.83,5.82,6.07,,5.70,,289.00,41.7,0.24,,2254.00,N
Jul-72,27700.00,65.558,960.70,5.40,4.50,4.14,6.00,6.14,,5.60,,-49.00,41.9,0.48,,2252.00,N
Aug-72,28100.00,66.917,929.00,5.40,4.63,3.79,5.98,6.14,,5.60,,432.00,42,0.24,,2382.00,N
Sep-72,28000.00,65.589,924.70,5.40,5.19,4.54,6.20,6.43,,5.50,,123.00,42.1,0.24,,2481.00,N
Oct-72,28900.00,64.824,963.70,6.90,4.88,4.51,6.17,6.54,,5.60,,410.00,42.3,0.48,,2485.00,N
Nov-72,29100.00,62.726,953.30,6.90,5.50,4.75,6.20,6.39,,5.30,,299.00,42.4,0.24,,2421.00,N
Dec-72,29700.00,63.779,955.50,6.90,5.25,4.90,6.12,6.29,,5.20,,295.00,42.5,0.24,,2366.00,N
Jan-73,29900.00,65.127,1018.20,7.60,5.50,5.22,6.29,6.43,,4.90,,349.00,42.6,0.24,,2481.00,N
Feb-73,29700.00,73.971,1022.90,7.60,6.44,5.76,6.56,6.60,,5.00,,397.00,42.9,0.70,,2289.00,N
Mar-73,31400.00,84.105,999.00,7.60,7.00,5.79,6.72,6.65,,4.90,,270.00,43.3,0.93,,2365.00,N
Apr-73,32800.00,90.441,955.10,6.30,7.38,6.46,6.81,6.74,,5.00,,171.00,43.6,0.69,,2084.00,N
May-73,32000.00,101.623,951.00,6.30,7.88,6.29,6.77,6.72,,4.90,,193.00,43.9,0.69,,2266.00,N
Jun-73,33100.00,119.8,921.40,6.30,8.44,6.97,6.78,6.96,,4.90,,239.00,44.2,0.68,,2067.00,N
Jul-73,34200.00,120.364,901.40,4.80,8.88,7.90,7.00,7.01,,4.80,,26.00,44.3,0.23,,2123.00,N
Aug-73,33200.00,106.225,890.20,4.80,8.74,8.38,7.94,7.55,,4.80,,255.00,45.1,1.81,,2051.00,N
Sep-73,33200.00,103.034,924.40,4.80,11.22,8.78,7.22,7.21,,4.80,,108.00,45.2,0.22,,1874.00,N
Oct-73,33300.00,99.923,887.60,4.00,10.90,7.06,6.75,6.91,,4.60,,331.00,45.6,0.88,,1677.00,N
Nov-73,34000.00,94.645,947.10,4.00,9.88,7.48,6.83,6.71,,4.80,,313.00,45.9,0.66,,1724.00,Y
Dec-73,35700.00,106.236,956.60,4.00,10.34,7.12,6.84,6.69,,4.90,,111.00,46.2,0.65,,1526.00,Y
Jan-74,34200.00,129.027,820.50,0.60,9.83,7.52,6.86,6.94,,5.10,,69.00,46.6,0.87,,1451.00,Y
Feb-74,34900.00,150,850.90,0.60,9.31,7.31,6.85,7.00,,5.20,,154.00,47.2,1.29,,1752.00,Y
Mar-74,36000.00,168.298,855.60,0.60,8.97,7.54,7.06,7.08,,5.10,,42.00,47.8,1.27,,1555.00,Y
Apr-74,35700.00,172.243,860.50,-0.20,10.01,8.31,7.67,7.42,,5.10,,86.00,48,0.42,,1607.00,Y
May-74,35700.00,163.568,846.70,-0.20,10.57,8.77,8.16,7.62,,5.10,,167.00,48.6,1.25,,1426.00,Y
Jun-74,35100.00,154.013,836.80,-0.20,11.64,8.09,8.11,7.53,,5.40,,55.00,49,0.82,,1513.00,Y
Jul-74,36800.00,142.283,802.20,-0.60,14.33,7.28,8.38,7.65,,5.50,,32.00,49.4,0.82,,1316.00,Y
Aug-74,35700.00,154.362,802.40,-0.60,12.25,7.94,8.57,7.92,,5.50,,-17.00,50,1.21,,1142.00,Y
Sep-74,36200.00,151.66,757.40,-0.60,11.60,9.41,8.65,8.11,,5.90,,-9.00,50.6,1.20,,1150.00,Y
Oct-74,37200.00,158.533,678.60,-1.90,11.30,6.69,8.11,7.97,,6.00,,20.00,51.1,0.99,,1070.00,Y
Nov-74,37300.00,181.483,607.90,-1.90,9.65,7.78,7.95,7.80,,6.60,,-365.00,51.5,0.78,,1026.00,Y
Dec-74,37400.00,183.683,665.50,-1.90,9.47,7.31,7.60,7.71,,7.20,,-613.00,51.9,0.78,,975.00,Y
Jan-75,37200.00,176.864,616.10,-2.30,8.55,6.90,7.34,7.42,,8.10,,-359.00,52.1,0.39,,1032.00,Y
Feb-75,37900.00,179.553,619.10,-2.30,6.76,5.66,7.25,7.49,,8.10,,-375.00,52.5,0.77,,904.00,Y
Mar-75,38800.00,178.203,703.70,-2.30,6.07,5.59,7.20,7.50,,8.60,,-270.00,52.7,0.38,,993.00,Y
Apr-75,39200.00,170.066,739.10,-1.80,5.48,5.64,7.65,8.08,,8.80,,-188.00,52.9,0.38,,1005.00,N
May-75,39500.00,167.293,768.20,-1.80,5.55,5.50,8.13,8.31,,9.00,,164.00,53.2,0.57,,1121.00,N
Jun-75,37900.00,164.25,821.30,-1.80,5.23,5.25,7.62,8.02,,8.80,,-103.00,53.6,0.75,,1087.00,N
Jul-75,38600.00,164.867,835.70,0.80,6.12,6.02,7.85,7.97,,8.60,,249.00,54.2,1.12,,1226.00,N
Aug-75,38200.00,163.168,879.00,0.80,6.24,6.35,8.18,8.26,,8.40,,383.00,54.3,0.18,,1260.00,N
Sep-75,39700.00,144.311,831.50,0.80,6.13,6.42,8.20,8.26,,8.40,,75.00,54.6,0.55,,1264.00,N
Oct-75,40700.00,142.691,835.30,2.60,6.24,6.53,8.40,8.47,,8.40,,312.00,54.9,0.55,,1344.00,N
Nov-75,41100.00,142.565,793.90,2.60,5.65,5.57,7.75,7.97,,8.30,,145.00,55.3,0.73,,1360.00,N
Dec-75,42100.00,139.279,836.00,2.60,5.31,5.55,7.87,8.12,,8.20,,332.00,55.5,0.36,,1321.00,N
Jan-76,41600.00,131.695,860.70,6.20,5.37,5.20,7.54,7.77,,7.90,,486.00,55.6,0.18,12.81,1367.00,N
Feb-76,42700.00,130.94,852.40,6.20,4.84,4.80,7.44,7.80,,7.70,,313.00,55.8,0.36,13.34,1538.00,N
Mar-76,43600.00,132.676,975.30,6.20,5.21,5.20,7.57,7.86,,7.60,,232.00,55.9,0.18,13.38,1421.00,N
Apr-76,43300.00,127.91,972.60,6.20,4.83,5.01,7.44,7.68,,7.70,,244.00,56.1,0.36,13.22,1395.00,N
May-76,43600.00,126.913,999.50,6.20,5.10,4.88,7.36,7.69,,7.40,,20.00,56.5,0.71,12.96,1459.00,N
Jun-76,46100.00,125.684,995.80,6.20,5.58,5.55,7.71,7.94,,7.60,,64.00,56.8,0.53,13.05,1495.00,N
Jul-76,44600.00,117.866,975.20,5.00,5.58,5.36,7.59,7.88,,7.80,,171.00,57.1,0.53,13.47,1401.00,N
Aug-76,44200.00,110.055,1002.80,5.00,5.32,5.11,7.54,7.85,,7.80,,157.00,57.4,0.53,12.95,1550.00,N
Sep-76,44700.00,114.098,984.60,5.00,5.25,5.09,7.14,7.64,,7.60,,188.00,57.6,0.35,13.61,1720.00,N
Oct-76,45300.00,116.095,973.70,4.30,5.32,5.04,6.95,7.49,,7.70,,19.00,57.9,0.52,12.82,1629.00,N
Nov-76,45800.00,130.341,990.20,4.30,5.04,4.84,6.70,7.38,,7.80,,329.00,58,0.17,13.33,1641.00,N
Dec-76,45900.00,133.674,964.90,4.30,4.67,4.41,6.02,6.97,,7.80,,208.00,58.2,0.34,14.53,1804.00,N
Jan-77,45500.00,132.306,947.20,3.20,4.17,4.39,6.16,6.84,,7.50,,242.00,58.5,0.52,14.40,1527.00,N
Feb-77,47400.00,136.163,1004.70,3.20,4.58,4.74,6.91,7.41,7.70,7.60,,298.00,59.1,1.03,14.71,1943.00,N
Mar-77,46200.00,148.339,954.40,3.20,4.70,4.70,6.99,7.49,7.84,7.40,,403.00,59.5,0.68,15.17,2063.00,N
Apr-77,48700.00,149.184,936.40,4.50,4.72,4.54,6.92,7.43,7.78,7.20,,337.00,60,0.84,15.14,1892.00,N
May-77,49300.00,146.536,919.60,4.50,5.12,4.75,6.94,7.45,7.80,7.00,,360.00,60.3,0.50,14.98,1971.00,N
Jun-77,48700.00,140.828,926.90,4.50,5.24,5.04,6.87,7.38,7.75,7.20,,400.00,60.7,0.66,14.95,1893.00,N
Jul-77,48600.00,143.383,898.70,5.80,5.36,5.02,6.71,7.34,7.58,6.90,,346.00,61,0.49,14.64,2058.00,N
Aug-77,49000.00,145.009,916.30,5.80,5.84,5.35,7.02,7.43,7.70,7.00,,241.00,61.2,0.33,14.86,2020.00,N
Sep-77,48500.00,149.334,890.10,5.80,6.06,5.56,6.97,7.30,7.61,6.80,,457.00,61.4,0.33,14.65,1949.00,N
Oct-77,51400.00,158.848,861.50,5.00,6.46,5.95,7.13,7.41,7.70,6.80,,268.00,61.6,0.33,14.90,2042.00,N
Nov-77,51800.00,162.132,847.10,5.00,6.65,6.22,7.47,7.63,7.86,6.80,,373.00,61.9,0.49,14.80,2042.00,N
Dec-77,52700.00,160.48,816.00,5.00,6.52,6.03,7.38,7.58,7.85,6.40,,237.00,62.1,0.32,15.18,2142.00,N
Jan-78,52300.00,173.207,829.70,4.10,6.53,6.18,7.58,7.83,8.08,6.40,0.63,184.00,62.5,0.64,13.70,1718.00,N
Feb-78,53200.00,178.36,830.50,4.10,7.18,6.41,7.74,7.96,8.20,6.30,0.63,354.00,62.9,0.64,14.36,1738.00,N
Mar-78,53200.00,183.771,769.90,4.10,6.86,6.42,7.87,8.05,8.26,6.30,0.63,512.00,63.4,0.79,15.17,2032.00,N
Apr-78,53300.00,175.323,742.10,6.10,6.97,6.31,7.96,8.13,8.32,6.10,0.63,702.00,63.9,0.79,16.20,2197.00,N
May-78,55700.00,176.19,756.70,6.10,7.27,6.31,8.08,8.24,8.38,6.00,0.64,347.00,64.5,0.94,16.30,2075.00,N
Jun-78,56700.00,183.761,837.30,6.10,7.48,6.61,8.27,8.41,8.50,5.90,0.65,441.00,65.2,1.09,16.35,2070.00,N
Jul-78,54800.00,188.569,840.60,5.20,8.01,6.95,8.48,8.59,8.60,6.20,0.66,254.00,65.7,0.77,15.53,2092.00,N
Aug-78,56100.00,206.455,819.00,5.20,7.97,6.88,8.44,8.54,8.55,5.90,0.66,279.00,66,0.46,16.05,1996.00,N
Sep-78,57300.00,212.212,862.30,5.20,8.33,7.70,8.42,8.38,8.45,6.00,0.67,138.00,66.5,0.76,14.64,1970.00,N
Oct-78,58300.00,227.432,876.80,6.70,8.90,7.98,8.53,8.58,8.63,5.80,0.67,335.00,67.1,0.90,15.85,1981.00,N
Nov-78,58700.00,207.082,865.80,6.70,9.87,8.85,8.77,8.66,8.66,5.90,0.68,435.00,67.4,0.45,15.48,2094.00,N
Dec-78,59900.00,207.895,805.50,6.70,9.95,8.85,8.81,8.80,8.73,6.00,0.69,280.00,67.7,0.45,15.34,2044.00,N
Jan-79,60300.00,226.986,802.00,6.50,10.84,9.41,9.33,9.18,8.99,5.90,0.70,137.00,68.3,0.89,15.06,1630.00,N
Feb-79,61200.00,245.59,805.00,6.50,10.05,9.25,8.95,8.94,8.85,5.90,0.71,247.00,69.1,1.17,15.32,1520.00,N
Mar-79,60400.00,242.348,839.20,6.50,10.05,9.40,9.28,9.17,9.09,5.80,0.73,424.00,69.8,1.01,15.28,1847.00,N
Apr-79,62600.00,239.174,808.80,2.70,10.07,9.54,9.20,9.11,9.02,5.80,0.78,-62.00,70.6,1.15,14.74,1748.00,N
May-79,62800.00,257.738,859.90,2.70,10.38,9.50,9.35,9.36,9.21,5.60,0.82,372.00,71.5,1.27,14.37,1876.00,N
Jun-79,64200.00,279.36,854.90,2.70,10.24,9.52,9.01,9.05,9.07,5.70,0.88,319.00,72.3,1.12,12.74,1913.00,N
Jul-79,63800.00,295.009,822.30,2.40,10.54,8.93,8.70,8.76,8.80,5.70,0.93,109.00,73.1,1.11,14.11,1760.00,N
Aug-79,64000.00,300.793,840.60,2.40,10.75,9.16,8.96,8.99,8.97,6.00,0.97,83.00,73.8,0.96,14.34,1778.00,N
Sep-79,66000.00,354.498,846.40,2.40,11.29,10.02,9.42,9.32,9.14,5.90,1.00,27.00,74.6,1.08,14.29,1832.00,N
Oct-79,62300.00,390.959,887.60,1.30,12.06,10.15,9.55,9.51,9.32,6.00,1.01,154.00,75.2,0.80,13.11,1681.00,N
Nov-79,63900.00,391.518,877.70,1.30,15.26,12.06,11.26,10.79,10.30,5.90,1.02,92.00,75.9,0.93,13.03,1524.00,N
Dec-79,61500.00,463.666,815.70,1.30,13.96,11.83,10.48,10.44,10.11,6.00,1.04,99.00,76.7,1.05,13.50,1498.00,N
Jan-80,62900.00,674.58,822.40,1.40,14.77,12.17,10.52,10.50,10.23,6.30,1.11,128.00,77.8,1.43,14.44,1341.00,Y
Feb-80,64900.00,665.893,838.70,1.40,13.44,12.17,11.30,11.29,11.23,6.30,1.19,83.00,78.9,1.41,13.28,1350.00,Y
Mar-80,62600.00,554.276,875.90,1.40,16.33,15.00,13.53,12.79,12.32,6.30,1.23,111.00,80.1,1.52,12.08,1047.00,Y
Apr-80,63100.00,516.71,863.10,-0.80,19.79,15.03,13.39,12.69,12.35,6.90,1.24,-145.00,81,1.12,10.44,1051.00,Y
May-80,63100.00,514.268,785.80,-0.80,14.07,10.36,10.72,10.57,10.72,7.50,1.24,-429.00,81.8,0.99,9.54,927.00,Y
Jun-80,64900.00,600.786,817.10,-0.80,11.06,7.90,9.97,10.31,10.45,7.60,1.25,-319.00,82.7,1.10,10.45,1196.00,Y
Jul-80,64000.00,645.75,850.90,-1.60,9.47,8.04,9.55,10.13,10.12,7.80,1.25,-261.00,82.7,0.00,11.66,1269.00,Y
Aug-80,63400.00,626.36,867.90,-1.60,10.48,8.70,10.16,10.76,10.76,7.70,1.24,259.00,83.3,0.73,11.15,1436.00,N
Sep-80,68300.00,673.941,935.30,-1.60,10.74,9.87,11.45,11.32,11.08,7.50,1.23,114.00,84,0.84,10.91,1471.00,N
Oct-80,65600.00,662.27,932.60,0.00,13.05,11.45,11.77,11.78,11.69,7.50,1.22,277.00,84.8,0.95,11.41,1523.00,N
Nov-80,66700.00,623.875,932.40,0.00,13.77,13.17,12.74,12.46,12.22,7.50,1.22,257.00,85.5,0.83,11.26,1510.00,N
Dec-80,67000.00,596.712,924.50,0.00,17.71,14.71,13.35,12.92,12.51,7.20,1.23,196.00,86.3,0.94,10.94,1482.00,N
Jan-81,67600.00,557.813,991.10,1.60,22.00,14.65,12.61,12.42,12.01,7.50,1.27,90.00,87,0.81,11.28,1547.00,N
Feb-81,66200.00,500.8,964.00,1.60,17.25,14.90,13.02,12.86,12.45,7.40,1.35,72.00,87.9,1.03,12.35,1246.00,N
Mar-81,66700.00,499.693,947.10,1.60,15.53,14.52,13.92,13.62,13.19,7.40,1.39,105.00,88.5,0.68,12.43,1306.00,N
Apr-81,68700.00,496.625,974.60,3.00,14.51,12.37,13.36,13.14,12.65,7.20,1.38,73.00,89.1,0.68,10.49,1360.00,N
May-81,70800.00,480.316,1003.90,3.00,19.79,14.67,14.37,14.05,13.59,7.50,1.37,13.00,89.8,0.79,10.35,1140.00,N
Jun-81,68800.00,460.5,997.80,3.00,19.01,15.50,13.99,13.46,13.06,7.50,1.36,194.00,90.6,0.89,10.42,1045.00,N
Jul-81,69500.00,409.284,991.80,4.30,21.09,14.65,14.47,14.04,13.47,7.20,1.35,111.00,91.6,1.10,10.43,1041.00,Y
Aug-81,72600.00,410.24,976.90,4.30,17.46,15.50,15.62,14.95,14.27,7.40,1.35,-36.00,92.3,0.76,12.68,940.00,Y
Sep-81,65800.00,443.773,952.30,4.30,17.52,15.59,16.12,15.41,14.70,7.60,1.36,-88.00,93.2,0.98,11.08,911.00,Y
Oct-81,69600.00,437.68,881.50,1.30,16.96,14.57,16.13,15.75,15.14,7.90,1.35,-97.00,93.4,0.21,9.42,873.00,Y
Nov-81,71200.00,413.405,850.00,1.30,14.44,12.69,14.61,14.57,14.41,8.30,1.35,-209.00,93.7,0.32,9.49,837.00,Y
Dec-81,68400.00,410.119,856.00,1.30,13.03,10.49,13.11,13.37,13.06,8.50,1.35,-276.00,94,0.32,9.06,910.00,Y
Jan-82,66200.00,384.163,889.00,-2.20,13.13,11.39,14.15,14.19,13.87,8.60,1.34,-330.00,94.3,0.32,10.29,843.00,Y
Feb-82,65700.00,374.458,875.00,-2.20,15.69,13.68,14.79,14.58,14.33,8.90,1.32,-2.00,94.6,0.32,10.92,866.00,Y
Mar-82,67200.00,330.413,866.30,-2.20,14.11,12.27,13.97,13.85,13.63,9.00,1.27,-129.00,94.5,-0.11,10.65,931.00,Y
Apr-82,70200.00,350.335,824.40,-1.00,15.48,13.24,14.26,14.10,13.60,9.30,1.21,-284.00,94.9,0.42,9.75,917.00,Y
May-82,69300.00,334.505,822.80,-1.00,15.28,12.74,14.02,13.95,13.45,9.40,1.22,-43.00,95.8,0.95,11.10,1025.00,Y
Jun-82,69300.00,314.961,848.40,-1.00,13.76,12.01,13.98,13.93,13.66,9.60,1.30,-242.00,97,1.25,9.61,902.00,Y
Jul-82,70900.00,337.895,819.50,-2.60,14.73,12.55,14.62,14.40,13.90,9.80,1.32,-344.00,97.5,0.52,9.76,1166.00,Y
Aug-82,70100.00,363.413,811.90,-2.60,11.41,9.36,13.46,13.41,13.17,9.80,1.31,-158.00,97.7,0.21,9.95,1046.00,Y
Sep-82,67800.00,438.15,808.60,-2.60,11.28,8.42,12.58,12.76,12.41,10.10,1.29,-180.00,97.9,0.20,11.13,1144.00,Y
Oct-82,69700.00,422.786,901.30,-1.40,10.87,7.35,11.50,11.51,11.65,10.40,1.28,-276.00,98.2,0.31,10.14,1173.00,Y
Nov-82,73500.00,415.114,896.30,-1.40,9.43,7.81,10.41,10.56,10.84,10.80,1.27,-121.00,98,-0.20,12.03,1372.00,Y
Dec-82,71700.00,444.776,991.70,-1.40,9.10,8.28,10.34,10.74,10.69,10.80,1.24,-15.00,97.6,-0.41,11.25,1303.00,N
Jan-83,73500.00,481.838,1039.30,1.40,11.20,7.92,10.02,10.32,10.39,10.40,1.21,219.00,97.8,0.20,10.87,1586.00,N
Feb-83,73800.00,493.488,1046.50,1.40,8.63,8.16,10.34,10.78,10.95,10.40,1.17,-73.00,97.9,0.10,10.61,1699.00,N
Mar-83,72500.00,420.707,1075.70,1.40,8.65,7.96,9.74,10.22,10.45,10.30,1.14,173.00,97.9,0.00,11.02,1606.00,N
Apr-83,74700.00,433.171,1112.20,3.30,9.12,8.64,10.25,10.60,10.67,10.20,1.20,274.00,98.6,0.72,11.67,1472.00,N
May-83,74500.00,437.393,1130.00,3.30,8.84,8.05,9.82,10.26,10.39,10.10,1.24,280.00,99.2,0.61,12.03,1776.00,N
Jun-83,75800.00,413.148,1225.40,3.30,9.38,8.58,10.48,10.77,10.91,10.10,1.26,377.00,99.5,0.30,12.96,1733.00,N
Jul-83,75200.00,422.645,1200.00,5.70,9.31,8.73,10.72,10.93,11.00,9.40,1.27,416.00,99.9,0.40,12.92,1785.00,N
Aug-83,76800.00,416.205,1222.00,5.70,9.64,9.27,11.63,11.80,11.82,9.50,1.27,-308.00,100.2,0.30,12.25,1910.00,N
Sep-83,81000.00,412.245,1199.20,5.70,9.61,9.22,11.76,11.97,11.95,9.20,1.26,1118.00,100.7,0.50,12.45,1710.00,N
Oct-83,75900.00,394.245,1216.20,7.90,10.59,8.74,11.22,11.47,11.48,8.80,1.24,273.00,101,0.30,13.31,1715.00,N
Nov-83,75900.00,381.016,1233.10,7.90,9.45,8.47,11.38,11.69,11.77,8.50,1.22,355.00,101.2,0.20,13.13,1785.00,N
Dec-83,75900.00,388.06,1225.20,7.90,9.46,8.87,11.37,11.63,11.67,8.30,1.22,355.00,101.3,0.10,14.50,1688.00,N
Jan-84,76200.00,370.735,1276.00,8.60,9.92,9.00,11.59,11.86,11.93,8.00,1.20,443.00,101.9,0.59,14.21,1897.00,N
Feb-84,79200.00,386.038,1258.60,8.60,9.74,8.89,11.31,11.64,11.74,7.80,1.19,484.00,102.4,0.49,14.38,2260.00,N
Mar-84,78400.00,394.743,1220.60,8.60,9.73,9.19,11.77,12.07,12.16,7.80,1.19,272.00,102.6,0.20,14.21,1663.00,N
Apr-84,79600.00,381.371,1154.60,8.00,10.24,9.68,12.29,12.56,12.55,7.70,1.21,363.00,103.1,0.49,14.36,1851.00,N
May-84,81400.00,376.957,1164.90,8.00,11.04,9.70,12.57,12.82,12.87,7.40,1.22,306.00,103.4,0.29,14.86,1774.00,N
