date,median_house,gold_price,dow_open,gdp,fed_rate,13_wk,5_yr,10_yr,30_yr,unemployment,gas_price,earnings_chg,cpi,inflation,cars_sold,housing_starts,recession
Mar-66,"$20,800 ",,983.5,8.5,4.63,4.65,5.02,5.01,,3.8,,396,,0.31,,1394,N
Apr-66,"$23,000 ",,951.9,7.5,4.75,4.5,4.81,4.7,,3.8,,245,,0.62,,1352,N
May-66,"$22,300 ",,924.8,7.5,4.63,4.65,4.86,4.8,,3.9,,275,,0,,1265,N
Jun-66,"$21,200 ",,933.7,7.5,4.25,4.63,5.02,4.79,,3.8,,399,,0.31,,1194,N
Jul-66,"$21,800 ",,884.1,6,5.5,4.64,5.11,4.99,,3.8,,190,,0.31,,1086,N
Aug-66,"$20,700 ",,870.1,6,5.63,4.75,5.26,5.05,,3.8,,206,,0.62,,1119,N
Sep-66,"$22,200 ",,846.6,6,5.88,5.08,5.63,5.3,,3.7,,136,,0,,1046,N
Oct-66,"$20,800 ",,788.4,4.5,5.75,5.33,5.37,5.08,,3.7,,211,,0.61,,843,N
Nov-66,"$21,700 ",,774.2,4.5,6,5.27,5.26,4.99,,3.6,,165,,0,,961,N
Dec-66,"$21,700 ",,807.1,4.5,5.5,5.16,5.25,5.09,,3.8,,180,,0,,990,N
Jan-67,"$22,200 ",,791.6,2.9,5,4.84,4.84,4.69,,3.9,,208,33.8,0,,1067,N
Feb-67,"$22,400 ",,785.7,2.9,4,4.5,4.68,4.52,,3.8,,22,33.8,0,,1123,N
Mar-67,"$22,400 ",,849.9,2.9,3.75,4.45,4.7,4.66,,3.8,,101,33.8,0.3,,1056,N
Apr-67,"$22,300 ",,839.4,2.6,4.5,3.97,4.42,4.5,,3.8,,-64,34,0.3,,1091,N
May-67,"$23,700 ",,866,2.6,4,3.75,4.7,4.77,,3.8,,154,34,0.3,,1304,N
Jun-67,"$23,900 ",,897.1,2.6,4,3.4,4.72,4.81,,3.9,,130,34,0.3,,1248,N
Jul-67,"$23,300 ",,852.6,2.7,3.5,4.1,5.36,5.22,,3.8,,138,34.2,0.3,,1364,N
Aug-67,"$21,700 ",,860.3,2.7,3.75,4.16,5.18,5.18,,3.8,,255,34.2,0.3,,1407,N
Sep-67,"$22,800 ",,904.2,2.7,4,4.34,5.32,5.25,,3.8,,21,34.2,0.3,,1421,N
Oct-67,"$22,300 ",,901.3,2.7,3.75,4.4,5.43,5.35,,4,,61,34.5,0.3,,1491,N
Nov-67,"$23,100 ",,926.7,2.7,4.13,4.58,5.76,5.7,,3.9,,478,34.5,0.3,,1538,N
Dec-67,"$22,200 ",,879.7,2.7,4.5,5.01,5.82,5.78,,3.8,,197,34.5,0.3,,1308,N
Jan-68,"$23,400 ",,875.8,3.8,4.5,5.04,5.68,5.63,,3.7,,-96,34.9,0.59,,1380,N
Feb-68,"$23,500 ",,905.1,3.8,4.75,4.84,5.6,5.58,,3.8,,411,34.9,0.29,,1520,N
Mar-68,"$24,600 ",,855.5,3.8,4.75,5.01,5.57,5.56,,3.7,,80,34.9,0.29,,1466,N
Apr-68,"$24,500 ",,840.5,5.5,5.5,5.13,5.64,5.64,,3.5,,261,35.4,0.29,,1554,N
May-68,"$25,300 ",,849.2,5.5,6.38,5.48,5.92,5.73,,3.5,,96,35.4,0.29,,1408,N
Jun-68,"$25,400 ",,912.2,5.5,6.13,5.65,5.91,5.79,,3.7,,253,35.4,0.58,,1405,N
Jul-68,"$24,600 ",,899,5.3,6.13,5.3,5.77,5.62,,3.7,,221,35.9,0.58,,1512,N
Aug-68,"$25,000 ",,897.8,5.3,6,4.97,5.47,5.38,,3.5,,204,35.9,0.29,,1495,N
Sep-68,"$25,000 ",,883,5.3,5.75,5.18,5.46,5.41,,3.4,,154,35.9,0.29,,1556,N
Oct-68,"$25,600 ",,896,5,6,5.16,5.48,5.49,,3.4,,237,36.3,0.57,,1569,N
Nov-68,"$24,600 ",,935.8,5,6,5.46,5.56,5.61,,3.4,,263,36.3,0.28,,1630,N
Dec-68,"$26,500 ",,952.4,5,6,5.61,5.85,5.89,,3.4,,264,36.3,0.28,,1548,N
Jan-69,"$24,600 ",,985.1,4.5,4,6.14,6.29,6.04,,3.4,,191,36.8,0.28,,1769,N
Feb-69,"$26,000 ",,943.8,4.5,6.38,6.19,6.32,6.22,,3.4,,260,36.8,0.56,,1705,N
Mar-69,"$26,200 ",,946.1,4.5,7,6.17,6.45,6.25,,3.4,,206,36.8,0.84,,1561,N
Apr-69,"$25,900 ",,905.2,3.1,6.63,5.99,6.32,6.25,,3.4,,167,37.5,0.55,,1524,N
May-69,"$26,900 ",,935.5,3.1,8.25,5.92,6.46,6.25,,3.4,,256,37.5,0.28,,1583,N
Jun-69,"$25,200 ",,950.2,3.1,9.38,6.12,6.69,6.56,,3.5,,308,37.5,0.55,,1528,N
Jul-69,"$26,800 ",,937.6,3,8.75,6.67,7.02,6.75,,3.5,,93,38,0.55,,1368,N
Aug-69,"$24,900 ",,873.2,3,9.5,7,6.98,6.66,,3.5,,279,38,0.54,,1358,N
Sep-69,"$26,000 ",,815.6,3,9.75,7.03,7.17,6.87,,3.7,,-94,38,0.27,,1507,N
Oct-69,"$24,400 ",,836.7,2,8,7.17,8.04,7.52,,3.7,,207,38.6,0.54,,1381,N
Nov-69,"$24,900 ",,813.1,2,9,6.97,7.29,6.9,,3.5,,-35,38.6,0.54,,1229,N
Dec-69,"$25,100 ",,856,2,9.63,7.5,7.56,7.29,,3.5,,155,38.6,0.53,,1327,Y
Jan-70,"$23,600 ",35.2,812.3,0.3,5,7.92,8.19,7.86,,3.9,,-65,39.4,0.27,,1085,Y
Feb-70,"$24,100 ",34.99,800.4,0.3,9.38,7.72,8.18,7.65,,4.2,,129,39.4,0.53,,1305,Y
Mar-70,"$24,100 ",35.02,744.1,0.3,8.5,6.87,7.43,6.95,,4.4,,146,39.4,0.53,,1319,Y
Apr-70,"$24,200 ",35.3,777.6,0.2,8,6.34,7.18,7.04,,4.6,,-103,39.9,0.79,,1264,Y
May-70,"$25,700 ",35.85,785.6,0.2,8.63,6.84,7.98,7.85,,4.8,,-224,39.9,0.26,,1290,Y
Jun-70,"$23,800 ",35.45,736.1,0.2,7.75,6.85,7.73,7.84,,4.9,,-95,39.9,0.52,,1385,Y
Jul-70,"$22,900 ",35.49,700.4,0.4,7,6.48,7.69,7.64,,5,,24,40.5,0.52,,1517,Y
Aug-70,"$23,500 ",35.3,683.5,0.4,6.75,6.4,7.6,7.39,,5.1,,-116,40.5,0,,1399,Y
Sep-70,"$22,600 ",35.8,734.1,0.4,6.75,6.39,7.43,7.47,,5.4,,7,40.5,0.51,,1534,Y
Oct-70,"$22,100 ",36.4,764.6,-0.2,6.5,5.86,7.19,7.29,,5.5,,-423,41.1,0.51,,1580,Y
Nov-70,"$23,500 ",37.25,760.7,-0.2,6.13,5.69,6.95,7.24,,5.9,,-112,41.1,0.51,,1647,Y
Dec-70,"$22,300 ",37.54,755.6,-0.2,5.63,4.98,6,6.48,,6.1,,383,41.1,0.51,,1893,N
Jan-71,"$23,900 ",37.38,794.1,2.7,3,4.89,5.98,6.46,,5.9,,73,41.6,0,,1828,N
Feb-71,"$24,500 ",38.05,838.9,2.7,4.38,4.12,5.79,6.09,,5.9,,-58,41.6,0.25,,1741,N
Mar-71,"$24,300 ",38.8,868.5,2.7,3.63,3.36,5.35,6.12,,6,,53,41.6,0.25,,1910,N
Apr-71,"$25,800 ",38.88,878.8,3.1,4,3.65,5.16,5.58,,5.9,,176,42.2,0.25,,1986,N
May-71,"$25,500 ",39.7,904.4,3.1,4.25,3.84,6.09,6.15,,5.9,,211,42.2,0.5,,2049,N
Jun-71,"$26,100 ",40.84,941.8,3.1,4.75,4.36,6.27,6.36,,5.9,,7,42.2,0.74,,2026,N
Jul-71,"$25,200 ",40.1,907.8,3,5.25,5.21,6.83,6.69,,6,,61,42.5,0.25,,2083,N
Aug-71,"$25,300 ",42.4,891.1,3,5.5,5.24,6.94,6.86,,6.1,,58,42.5,0.25,,2158,N
Sep-71,"$25,400 ",40.65,858.4,3,5.75,4.5,6.09,6.22,,6,,241,42.5,0,,2041,N
Oct-71,"$25,600 ",42.6,898.1,4.4,5.38,4.55,6.04,6,,5.8,,28,42.8,0.25,,2128,N
Nov-71,"$25,700 ",42.34,887.2,4.4,5.13,4.26,5.75,5.8,,6,,205,42.8,0,,2182,N
Dec-71,"$25,300 ",43.6,839,4.4,3.75,4.31,5.8,5.92,,6,,262,42.8,0.49,,2295,N
Jan-72,"$24,700 ",43.55,831.3,3.5,3,3.69,5.55,5.94,,5.8,,332,43.3,0,,2494,N
Feb-72,"$26,500 ",47.15,890.2,3.5,3.25,3.43,5.78,6.09,,5.7,,207,43.3,0.49,,2390,N
Mar-72,"$27,400 ",48.2,902.2,3.5,3.25,3.47,5.66,6.04,,5.8,,296,43.3,0.24,,2334,N
Apr-72,"$26,700 ",48.38,928.1,5.3,4,3.79,6.15,6.14,,5.7,,218,43.6,0.24,,2249,N
May-72,"$27,000 ",49.6,940.7,5.3,4.25,3.62,5.85,6.14,,5.7,,307,43.6,0.24,,2221,N
Jun-72,"$26,800 ",59.45,954.2,5.3,4.44,3.83,5.82,6.07,,5.7,,289,43.6,0.24,,2254,N
Jul-72,"$27,700 ",64.65,960.7,5.4,4.5,4.14,6,6.14,,5.6,,-49,44.1,0.48,,2252,N
Aug-72,"$28,100 ",68.3,929,5.4,4.63,3.79,5.98,6.14,,5.6,,432,44.1,0.24,,2382,N
Sep-72,"$28,000 ",66.88,924.7,5.4,5.19,4.54,6.2,6.43,,5.5,,123,44.1,0.24,,2481,N
Oct-72,"$28,900 ",64.2,963.7,6.9,4.88,4.51,6.17,6.54,,5.6,,410,44.5,0.48,,2485,N
Nov-72,"$29,100 ",64.39,953.3,6.9,5.5,4.75,6.2,6.39,,5.3,,299,44.5,0.24,,2421,N
Dec-72,"$29,700 ",63.6,955.5,6.9,5.25,4.9,6.12,6.29,,5.2,,295,44.5,0.24,,2366,N
Jan-73,"$29,900 ",64.9,1018.2,7.6,5.5,5.22,6.29,6.43,,4.9,,349,45.4,0.24,,2481,N
Feb-73,"$29,700 ",66,1022.9,7.6,6.44,5.76,6.56,6.6,,5,,397,45.4,0.7,,2289,N
Mar-73,"$31,400 ",85,999,7.6,7,5.79,6.72,6.65,,4.9,,270,45.4,0.93,,2365,N
Apr-73,"$32,800 ",90,955.1,6.3,7.38,6.46,6.81,6.74,,5,,171,46.3,0.69,,2084,N
May-73,"$32,000 ",90.72,951,6.3,7.88,6.29,6.77,6.72,,4.9,,193,46.3,0.69,,2266,N
Jun-73,"$33,100 ",114.75,921.4,6.3,8.44,6.97,6.78,6.96,,4.9,,239,46.3,0.68,,2067,N
Jul-73,"$34,200 ",123.25,901.4,4.8,8.88,7.9,7,7.01,,4.8,,26,47.2,0.23,,2123,N
Aug-73,"$33,200 ",115.6,890.2,4.8,8.74,8.38,7.94,7.55,,4.8,,255,47.2,1.81,,2051,N
Sep-73,"$33,200 ",103.5,924.4,4.8,11.22,8.78,7.22,7.21,,4.8,,108,47.2,0.22,,1874,N
Oct-73,"$33,300 ",100,887.6,4,10.9,7.06,6.75,6.91,,4.6,,331,48.5,0.88,,1677,N
Nov-73,"$34,000 ",98,947.1,4,9.88,7.48,6.83,6.71,,4.8,,313,48.5,0.66,,1724,Y
Dec-73,"$35,700 ",101,956.6,4,10.34,7.12,6.84,6.69,,4.9,,111,48.5,0.65,,1526,Y
Jan-74,"$34,200 ",112.25,820.5,0.6,9.83,7.52,6.86,6.94,,5.1,,69,50.2,0.87,,1451,Y
Feb-74,"$34,900 ",132.5,850.9,0.6,9.31,7.31,6.85,7,,5.2,,154,50.2,1.29,,1752,Y
Mar-74,"$36,000 ",162.5,855.6,0.6,8.97,7.54,7.06,7.08,,5.1,,42,50.2,1.27,,1555,Y
Apr-74,"$35,700 ",173,860.5,-0.2,10.01,8.31,7.67,7.42,,5.1,,86,51.3,0.42,,1607,Y
May-74,"$35,700 ",169.25,846.7,-0.2,10.57,8.77,8.16,7.62,,5.1,,167,51.3,1.25,,1426,Y
Jun-74,"$35,100 ",156.75,836.8,-0.2,11.64,8.09,8.11,7.53,,5.4,,55,51.3,0.82,,1513,Y
Jul-74,"$36,800 ",144.25,802.2,-0.6,14.33,7.28,8.38,7.65,,5.5,,32,52.9,0.82,,1316,Y
Aug-74,"$35,700 ",156,802.4,-0.6,12.25,7.94,8.57,7.92,,5.5,,-17,52.9,1.21,,1142,Y
Sep-74,"$36,200 ",156,757.4,-0.6,11.6,9.41,8.65,8.11,,5.9,,-9,52.9,1.2,,1150,Y
Oct-74,"$37,200 ",151.25,678.6,-1.9,11.3,6.69,8.11,7.97,,6,,20,54.1,0.99,,1070,Y
Nov-74,"$37,300 ",167,607.9,-1.9,9.65,7.78,7.95,7.8,,6.6,,-365,54.1,0.78,,1026,Y
Dec-74,"$37,400 ",184,665.5,-1.9,9.47,7.31,7.6,7.71,,7.2,,-613,54.1,0.78,,975,Y
Jan-75,"$37,200 ",186.5,616.1,-2.3,8.55,6.9,7.34,7.42,,8.1,,-359,54.7,0.39,,1032,Y
Feb-75,"$37,900 ",175.8,619.1,-2.3,6.76,5.66,7.25,7.49,,8.1,,-375,54.7,0.77,,904,Y
Mar-75,"$38,800 ",181.75,703.7,-2.3,6.07,5.59,7.2,7.5,,8.6,,-270,54.7,0.38,,993,Y
Apr-75,"$39,200 ",177.25,739.1,-1.8,5.48,5.64,7.65,8.08,,8.8,,-188,55.5,0.38,,1005,N
May-75,"$39,500 ",167,768.2,-1.8,5.55,5.5,8.13,8.31,,9,,164,55.5,0.57,,1121,N
Jun-75,"$37,900 ",167,821.3,-1.8,5.23,5.25,7.62,8.02,,8.8,,-103,55.5,0.75,,1087,N
Jul-75,"$38,600 ",166.25,835.7,0.8,6.12,6.02,7.85,7.97,,8.6,,249,56.6,1.12,,1226,N
Aug-75,"$38,200 ",166.7,879,0.8,6.24,6.35,8.18,8.26,,8.4,,383,56.6,0.18,,1260,N
Sep-75,"$39,700 ",159.8,831.5,0.8,6.13,6.42,8.2,8.26,,8.4,,75,56.6,0.55,,1264,N
Oct-75,"$40,700 ",141.25,835.3,2.6,6.24,6.53,8.4,8.47,,8.4,,312,57.6,0.55,,1344,N
Nov-75,"$41,100 ",142.9,793.9,2.6,5.65,5.57,7.75,7.97,,8.3,,145,57.6,0.73,,1360,N
Dec-75,"$42,100 ",138.15,836,2.6,5.31,5.55,7.87,8.12,,8.2,,332,57.6,0.36,,1321,N
Jan-76,"$41,600 ",140.25,860.7,6.2,5.37,5.2,7.54,7.77,,7.9,,486,58.1,0.18,12.814,1367,N
Feb-76,"$42,700 ",128.15,852.4,6.2,4.84,4.8,7.44,7.8,,7.7,,313,58.1,0.36,13.34,1538,N
Mar-76,"$43,600 ",132.3,975.3,6.2,5.21,5.2,7.57,7.86,,7.6,,232,58.1,0.18,13.378,1421,N
Apr-76,"$43,300 ",129.6,972.6,6.2,4.83,5.01,7.44,7.68,,7.7,,244,58.9,0.36,13.223,1395,N
May-76,"$43,600 ",128.4,999.5,6.2,5.1,4.88,7.36,7.69,,7.4,,20,58.9,0.71,12.962,1459,N
Jun-76,"$46,100 ",125.5,995.8,6.2,5.58,5.55,7.71,7.94,,7.6,,64,58.9,0.53,13.051,1495,N
Jul-76,"$44,600 ",123.8,975.2,5,5.58,5.36,7.59,7.88,,7.8,,171,59.6,0.53,13.466,1401,N
Aug-76,"$44,200 ",112.5,1002.8,5,5.32,5.11,7.54,7.85,,7.8,,157,59.6,0.53,12.953,1550,N
Sep-76,"$44,700 ",104,984.6,5,5.25,5.09,7.14,7.64,,7.6,,188,59.6,0.35,13.61,1720,N
Oct-76,"$45,300 ",116,973.7,4.3,5.32,5.04,6.95,7.49,,7.7,,19,60.1,0.52,12.823,1629,N
Nov-76,"$45,800 ",123.15,990.2,4.3,5.04,4.84,6.7,7.38,,7.8,,329,60.1,0.17,13.332,1641,N
Dec-76,"$45,900 ",130.25,964.9,4.3,4.67,4.41,6.02,6.97,,7.8,,208,60.1,0.34,14.527,1804,N
Jan-77,"$45,500 ",134.5,947.2,3.2,4.17,4.39,6.16,6.84,,7.5,,242,61.3,0.52,14.396,1527,N
Feb-77,"$47,400 ",132.3,1004.7,3.2,4.58,4.74,6.91,7.41,7.7,7.6,,298,61.3,1.03,14.709,1943,N
Mar-77,"$46,200 ",142.75,954.4,3.2,4.7,4.7,6.99,7.49,7.84,7.4,,403,61.3,0.68,15.17,2063,N
Apr-77,"$48,700 ",148.9,936.4,4.5,4.72,4.54,6.92,7.43,7.78,7.2,,337,62.4,0.84,15.135,1892,N
May-77,"$49,300 ",147.25,919.6,4.5,5.12,4.75,6.94,7.45,7.8,7,,360,62.4,0.5,14.984,1971,N
Jun-77,"$48,700 ",142.95,926.9,4.5,5.24,5.04,6.87,7.38,7.75,7.2,,400,62.4,0.66,14.952,1893,N
Jul-77,"$48,600 ",143,898.7,5.8,5.36,5.02,6.71,7.34,7.58,6.9,,346,62.9,0.49,14.641,2058,N
Aug-77,"$49,000 ",144.1,916.3,5.8,5.84,5.35,7.02,7.43,7.7,7,,241,62.9,0.33,14.859,2020,N
Sep-77,"$48,500 ",146,890.1,5.8,6.06,5.56,6.97,7.3,7.61,6.8,,457,62.9,0.33,14.65,1949,N
Oct-77,"$51,400 ",154.05,861.5,5,6.46,5.95,7.13,7.41,7.7,6.8,,268,63.5,0.33,14.9,2042,N
Nov-77,"$51,800 ",161.5,847.1,5,6.65,6.22,7.47,7.63,7.86,6.8,,373,63.5,0.49,14.799,2042,N
Dec-77,"$52,700 ",160.05,816,5,6.52,6.03,7.38,7.58,7.85,6.4,,237,63.5,0.32,15.175,2142,N
Jan-78,"$52,300 ",164.95,829.7,4.1,6.53,6.18,7.58,7.83,8.08,6.4,0.631,184,64.1,0.64,13.704,1718,N
Feb-78,"$53,200 ",175.75,830.5,4.1,7.18,6.41,7.74,7.96,8.2,6.3,0.629,354,64.1,0.64,14.363,1738,N
Mar-78,"$53,200 ",182.25,769.9,4.1,6.86,6.42,7.87,8.05,8.26,6.3,0.629,512,65.1,0.79,15.166,2032,N
Apr-78,"$53,300 ",181.6,742.1,6.1,6.97,6.31,7.96,8.13,8.32,6.1,0.631,702,65.1,0.79,16.198,2197,N
May-78,"$55,700 ",170.85,756.7,6.1,7.27,6.31,8.08,8.24,8.38,6,0.637,347,66.2,0.94,16.298,2075,N
Jun-78,"$56,700 ",184.15,837.3,6.1,7.48,6.61,8.27,8.41,8.5,5.9,0.645,441,66.2,1.09,16.348,2070,N
Jul-78,"$54,800 ",183.05,840.6,5.2,8.01,6.95,8.48,8.59,8.6,6.2,0.655,254,66.9,0.77,15.528,2092,N
Aug-78,"$56,100 ",200.25,819,5.2,7.97,6.88,8.44,8.54,8.55,5.9,0.663,279,66.9,0.46,16.045,1996,N
Sep-78,"$57,300 ",208.7,862.3,5.2,8.33,7.7,8.42,8.38,8.45,6,0.669,138,67.8,0.76,14.641,1970,N
Oct-78,"$58,300 ",217.1,876.8,6.7,8.9,7.98,8.53,8.58,8.63,5.8,0.671,335,67.8,0.9,15.845,1981,N
Nov-78,"$58,700 ",242.6,865.8,6.7,9.87,8.85,8.77,8.66,8.66,5.9,0.676,435,68.5,0.45,15.484,2094,N
Dec-78,"$59,900 ",193.4,805.5,6.7,9.95,8.85,8.81,8.8,8.73,6,0.685,280,68.5,0.45,15.338,2044,N
Jan-79,"$60,300 ",226,802,6.5,10.84,9.41,9.33,9.18,8.99,5.9,0.695,137,69.9,0.89,15.061,1630,N
Feb-79,"$61,200 ",233.7,805,6.5,10.05,9.25,8.95,8.94,8.85,5.9,0.707,247,69.9,1.17,15.321,1520,N
Mar-79,"$60,400 ",251.3,839.2,6.5,10.05,9.4,9.28,9.17,9.09,5.8,0.733,424,71.1,1.01,15.275,1847,N
Apr-79,"$62,600 ",240.1,808.8,2.7,10.07,9.54,9.2,9.11,9.02,5.8,0.78,-62,71.1,1.15,14.742,1748,N
May-79,"$62,800 ",245.3,859.9,2.7,10.38,9.5,9.35,9.36,9.21,5.6,0.823,372,72.5,1.27,14.374,1876,N
Jun-79,"$64,200 ",274.6,854.9,2.7,10.24,9.52,9.01,9.05,9.07,5.7,0.88,319,72.5,1.12,12.744,1913,N
Jul-79,"$63,800 ",277.5,822.3,2.4,10.54,8.93,8.7,8.76,8.8,5.7,0.93,109,73.8,1.11,14.112,1760,N
Aug-79,"$64,000 ",296.45,840.6,2.4,10.75,9.16,8.96,8.99,8.97,6,0.967,83,73.8,0.96,14.344,1778,N
Sep-79,"$66,000 ",315.1,846.4,2.4,11.29,10.02,9.42,9.32,9.14,5.9,0.998,27,75.4,1.08,14.292,1832,N
Oct-79,"$62,300 ",397.25,887.6,1.3,12.06,10.15,9.55,9.51,9.32,6,1.006,154,75.4,0.8,13.112,1681,N
Nov-79,"$63,900 ",382,877.7,1.3,15.26,12.06,11.26,10.79,10.3,5.9,1.019,92,76.6,0.93,13.025,1524,N
Dec-79,"$61,500 ",415.65,815.7,1.3,13.96,11.83,10.48,10.44,10.11,6,1.042,99,76.6,1.05,13.496,1498,N
Jan-80,"$62,900 ",512,822.4,1.4,14.77,12.17,10.52,10.5,10.23,6.3,1.11,128,78.6,1.43,14.439,1341,Y
Feb-80,"$64,900 ",653,838.7,1.4,13.44,12.17,11.3,11.29,11.23,6.3,1.186,83,78.6,1.41,13.276,1350,Y
Mar-80,"$62,600 ",637,875.9,1.4,16.33,15,13.53,12.79,12.32,6.3,1.23,111,80.5,1.52,12.077,1047,Y
Apr-80,"$63,100 ",494.5,863.1,-0.8,19.79,15.03,13.39,12.69,12.35,6.9,1.242,-145,80.5,1.12,10.444,1051,Y
May-80,"$63,100 ",518,785.8,-0.8,14.07,10.36,10.72,10.57,10.72,7.5,1.244,-429,82,0.99,9.54,927,Y
Jun-80,"$64,900 ",535.5,817.1,-0.8,11.06,7.9,9.97,10.31,10.45,7.6,1.246,-319,82,1.1,10.449,1196,Y
Jul-80,"$64,000 ",653.5,850.9,-1.6,9.47,8.04,9.55,10.13,10.12,7.8,1.247,-261,83.6,0,11.664,1269,Y
Aug-80,"$63,400 ",614.25,867.9,-1.6,10.48,8.7,10.16,10.76,10.76,7.7,1.243,259,83.6,0.73,11.154,1436,N
Sep-80,"$68,300 ",631.25,935.3,-1.6,10.74,9.87,11.45,11.32,11.08,7.5,1.231,114,84.7,0.84,10.912,1471,N
Oct-80,"$65,600 ",666.75,932.6,0,13.05,11.45,11.77,11.78,11.69,7.5,1.223,277,84.7,0.95,11.412,1523,N
Nov-80,"$66,700 ",629,932.4,0,13.77,13.17,12.74,12.46,12.22,7.5,1.222,257,86.2,0.83,11.257,1510,N
Dec-80,"$67,000 ",619.75,924.5,0,17.71,14.71,13.35,12.92,12.51,7.2,1.231,196,86.2,0.94,10.939,1482,N
Jan-81,"$67,600 ",589.75,991.1,1.6,22,14.65,12.61,12.42,12.01,7.5,1.269,90,88.1,0.81,11.282,1547,N
Feb-81,"$66,200 ",506.5,964,1.6,17.25,14.9,13.02,12.86,12.45,7.4,1.353,72,88.1,1.03,12.351,1246,N
Mar-81,"$66,700 ",489,947.1,1.6,15.53,14.52,13.92,13.62,13.19,7.4,1.388,105,89.2,0.68,12.427,1306,N
Apr-81,"$68,700 ",513.75,974.6,3,14.51,12.37,13.36,13.14,12.65,7.2,1.381,73,89.2,0.68,10.49,1360,N
May-81,"$70,800 ",482.75,1003.9,3,19.79,14.67,14.37,14.05,13.59,7.5,1.37,13,90.6,0.79,10.354,1140,N
Jun-81,"$68,800 ",479.25,997.8,3,19.01,15.5,13.99,13.46,13.06,7.5,1.362,194,90.6,0.89,10.415,1045,N
Jul-81,"$69,500 ",426,991.8,4.3,21.09,14.65,14.47,14.04,13.47,7.2,1.353,111,92.5,1.1,10.428,1041,Y
Aug-81,"$72,600 ",406,976.9,4.3,17.46,15.5,15.62,14.95,14.27,7.4,1.348,-36,92.5,0.76,12.681,940,Y
