Date,Open,High,Low,Close,Volume
9/30/00,42.4,42.43,38.36,39.21,
10/31/00,39.8,44.03,39.49,42.76,
11/30/00,42.86,50.02,42.86,48.23,
12/31/00,48.11,51.45,46.48,51.21,
1/31/01,51.02,51.02,47.02,48.39,
2/28/01,49.04,51.26,48.52,48.52,
3/31/01,49.08,50.28,48.66,50.28,
4/30/01,51.36,54.96,51.36,54.9,
5/31/01,54.99,54.99,48.8,54.88,
6/30/01,56.3,56.68,55.12,55.38,
7/31/01,55.83,55.83,50.31,51.88,
8/31/01,51.94,53.47,50.01,53.21,
9/30/01,52.62,53.07,47.96,48.28,
10/31/01,47.85,47.85,46.15,46.68,
11/30/01,46.84,48.18,46.7,47.57,
12/31/01,46.37,46.98,44.56,46.76,
1/31/02,46.58,47.2,45.32,47.04,
2/28/02,46.91,47.46,46.77,46.94,
3/31/02,47.29,48.9,46.91,48.66,
4/30/02,48.67,49.57,47.76,48.53,
5/31/02,48.6,48.6,46.88,48.1,
6/30/02,47.99,47.99,46.11,46.58,
7/31/02,46.53,48.73,46.53,47.67,
8/31/02,47.74,48.37,47.32,48,
9/30/02,48.2,49.08,46.4,47.91,
10/31/02,48.13,48.22,46.24,47.84,
11/30/02,47.47,47.47,43.9,45,
12/31/02,45.29,46.56,43.14,46.56,
1/31/03,46.79,48.04,46.49,47.05,
2/28/03,47.46,49.03,47.46,47.92,
3/31/03,47.81,47.81,45.53,46.09,
4/30/03,45.97,46.76,44.03,46.19,
5/31/03,46.24,46.4,43.65,43.65,
6/30/03,43.16,43.38,41.03,42.79,
7/31/03,42.59,42.59,36.1,36.76,
8/31/03,36.63,39.02,34.75,38.52,
9/30/03,38.2,38.2,32.66,33.17,
10/31/03,34.08,34.49,30.6,32.46,
11/30/03,32.92,32.92,30.53,32.11,
12/31/03,32.12,35.74,32.12,35.57,
1/31/04,34.6,36.57,34.09,35.57,
2/29/04,35.51,35.51,33.83,34.42,
3/31/04,34.66,35.58,33.65,35.58,
4/30/04,35.26,36.2,35.21,35.42,
5/31/04,35.07,35.28,34.35,34.89,
6/30/04,34.95,35.83,34.82,35.67,
7/31/04,35.71,38.37,35.71,37.75,
8/31/04,38.19,39.55,38.15,39.52,
9/30/04,39.79,41.71,39.79,41.71,
10/31/04,42.48,45.91,41.71,45.65,
11/30/04,46.15,52.41,46.15,52.16,
12/31/04,52.18,53.04,47.63,50.73,
1/31/05,50.98,51.66,49.8,51.66,
2/28/05,51.36,55.12,51.36,54.43,
3/31/05,55.09,57.95,54.98,57.95,
4/30/05,58.76,60.66,56.4,56.4,
5/31/05,55.69,56.53,51.69,53.83,
6/30/05,52.99,56.33,52.53,55.67,
7/31/05,57,59.17,56.51,59.17,
8/31/05,58.92,59.98,58.4,58.4,
9/30/05,57.69,59.32,56.93,58.95,
10/31/05,59.51,60.67,58.54,60.67,
11/30/05,60.94,65.1,58.54,65.1,
12/31/05,64.91,69.93,64.86,69.93,
1/31/06,68.8,74.6,68.4,72.92,
2/28/06,73.55,73.66,68.04,68.04,
3/31/06,67.96,70.22,67.28,69.96,
4/30/06,70.86,71.11,65.12,65.57,
5/31/06,63.76,67.91,62.61,67.9,
6/30/06,68.09,68.96,63.22,63.22,
7/31/06,62.37,66.93,61.69,66.93,
8/31/06,67.88,69.58,66.41,68.09,
9/30/06,67.58,69.58,67.58,68.79,
10/31/06,69.36,70.07,67.29,67.29,
11/30/06,67.93,69.04,66.91,68.89,
12/31/06,69.06,69.45,67.31,68.33,
1/31/07,68.26,69.8,65.74,66.41,
2/28/07,65.61,67.64,65,65.57,
3/31/07,65.27,65.27,54.6,58.05,
4/30/07,59.61,61.42,58.95,61.05,
5/31/07,60.74,61.58,55.98,56.56,
6/30/07,56.06,58.1,56.06,57.94,
7/31/07,58.86,59.77,57.12,57.12,
8/31/07,56.75,57.12,50.15,52.35,
9/30/07,53.24,53.51,49.05,49.05,
10/31/07,49.21,49.21,41.45,41.79,
11/30/07,41.69,42.35,38.39,41.65,
12/31/07,43.56,44.74,41.17,42.55,
1/31/08,43.17,47.68,43.17,45.41,
2/29/08,44.77,45,42.46,44.23,
3/31/08,44.24,50.64,44.16,48.89,
4/30/08,49.13,50.91,48.55,50.37,
5/31/08,50.64,54.41,50.54,52.7,
6/30/08,53.87,53.87,51.93,52.57,
7/31/08,52.7,58.19,52.7,58.19,
8/31/08,58.71,61.85,58.71,61.31,
9/30/08,61.24,61.24,55.82,57.89,
10/31/08,57.58,60.51,57.58,60.05,
11/30/08,60.04,64.01,60.04,63.23,
12/31/08,63.47,63.49,60.45,62.39,
1/31/09,61.75,62.97,61.18,61.29,
2/28/09,61.16,62.81,57.87,58.91,
3/31/09,59.91,62.37,59.13,62.37,
4/30/09,61.83,63.94,61.83,63.94,
5/31/09,64.28,66.76,64.28,66.76,
6/30/09,66.91,68.22,64.94,66.83,
7/31/09,67.32,69.65,67.22,69.65,
8/31/09,70.63,71.78,69.75,70.9,
9/30/09,70.61,72.51,69.43,72.1,
10/31/09,72.69,72.69,69.68,71.68,
11/30/09,72.02,72.81,69.45,69.54,
12/31/09,70.17,71.9,70.01,71.74,
1/31/10,71.22,71.22,65.66,66.57,
2/28/10,66.15,66.15,61.58,66.15,
3/31/10,66.46,68.48,64.8,64.97,
4/30/10,64.97,66.89,62.5,63.13,
5/31/10,61.93,64.7,61.36,62.52,
6/30/10,62.06,62.49,58.79,58.79,
7/31/10,59.13,59.13,53.32,56.18,
8/31/10,55.14,58.96,55.14,57.71,
9/30/10,56.91,57.74,56.74,57.74,
10/31/10,58.43,62.3,58.43,61.39,
11/30/10,61.63,62.18,59.77,59.77,
12/31/10,58.98,59.5,57.71,58.96,
1/31/11,59.47,61.51,59.17,61.51,
2/28/11,61.8,62.26,61.08,61.58,
3/31/11,61.22,61.22,59.62,60.31,
4/30/11,60.35,60.35,59.07,60.34,
5/31/11,60.94,62.58,59.82,61.96,
6/30/11,62.13,63.05,62.13,62.27,
7/31/11,62.02,62.63,61.76,62.3,
8/31/11,61.9,61.9,57.22,57.4,
9/30/11,57.34,58.14,52.83,54.43,
10/31/11,55.59,56.74,54.19,54.89,
11/30/11,56.27,59.29,56.27,58.64,
12/31/11,58.16,59.61,57.35,59.08,
1/31/12,59.65,59.65,58.08,58.08,
2/29/12,58.3,59.08,58.18,58.95,
3/31/12,59.44,64.18,59.44,63.9,
4/30/12,64.49,65.86,64.26,65.4,
5/31/12,65.42,65.53,63.44,63.74,
6/30/12,64.16,65.97,64.16,65.97,
7/31/12,66.16,66.41,63.71,64.97,
8/31/12,65.52,66.67,65.07,66.32,
9/30/12,65.63,68.19,65.46,68.19,
10/31/12,68.01,68.17,65.44,65.7,
11/30/12,65.55,66.59,64.88,66.09,
12/31/12,65.8,65.8,61.74,63.64,
1/31/13,64.04,64.15,59.06,60.63,
2/28/13,60.3,60.45,57.01,58.17,
3/31/13,58.9,59.16,56.67,58.61,
4/30/13,59.33,60.25,56.77,56.88,
5/31/13,57.66,57.9,56.77,56.77,
6/30/13,55.96,55.96,52.23,54.24,
7/31/13,54.63,57.26,54.49,56.84,
8/31/13,56.64,59.25,56.64,59.25,
9/30/13,58.62,60.14,58.14,58.21,
10/31/13,58.51,58.98,55.83,56.71,
11/30/13,56.32,56.57,55,55.2,
12/31/13,54.88,57.11,54.51,57.06,
1/31/14,56.92,60.03,56.92,59.97,
2/28/14,59.79,60.25,58.89,59.39,
3/31/14,59.14,60.42,58.75,59.67,
4/30/14,59.72,59.73,56.14,57.3,
5/31/14,58.02,59.14,57.33,59.08,
6/30/14,58.65,59.27,57.43,58.42,
7/31/14,58.18,59.24,51.73,51.73,
12/31/14,56.76,56.76,53.17,54.58,
1/31/15,55.44,58.51,55.4,56.54,
2/28/15,55.59,57.83,54.22,55.02,
3/31/15,55.29,61.3,55.29,60.83,
4/30/15,61.05,71.78,61.05,71.78,
5/31/15,69.54,69.58,60.38,65.01,
6/30/15,64.86,71.9,64.86,70.06,
7/31/15,69.85,75.79,67.88,75.53,
8/31/15,76.46,81.88,76.46,81.2,
9/30/15,81.79,90.58,80.7,90.58,
10/31/15,90.88,96.46,88.23,95.34,
11/30/15,95.16,97.56,91.08,96.71,
12/31/15,95.9,99.21,94.78,99.15,
1/31/16,98.81,98.81,90.58,90.58,
2/29/16,91.93,96.15,90.89,91.03,
3/31/16,90.69,96.08,90.52,93.25,
4/30/16,94.13,94.46,87,89.65,
5/31/16,90.3,92.62,87.71,91.8,
6/30/16,91.87,93.61,87.68,89.58,
7/31/16,89.37,90.53,86.4,89.25,
8/31/16,89.05,93.83,88.15,92.25,
9/30/16,91.19,103.73,91.19,103.73,
10/31/16,103.01,105.28,98.94,104.61,
11/30/16,105.9,110.15,105.63,105.97,
12/31/16,106.17,106.76,90.16,95,
1/31/17,96.15,99.18,95.43,95.43,
2/28/17,88.52,94.91,87.01,91.56,
3/31/17,91.1,98.2,91.1,96.72,
4/30/17,97.06,97.06,90.66,93.23,
5/31/17,93.42,97.41,89.08,97.38,
6/30/17,97.89,98.58,94.78,95.38,
7/31/17,95.23,95.31,90.48,91.75,
8/31/17,92.26,93.85,83.4,83.4,
9/30/17,81.2,86.02,81.2,83.46,
10/31/17,83.58,83.58,74.5,74.5,
11/30/17,71.41,74.23,68.58,72.65,
12/31/17,72.55,74.38,65.95,74.38,
1/31/18,76.68,79.8,73.38,79.8,
2/28/18,79.28,82.08,77.78,80.39,
3/31/18,79.93,79.93,76.41,76.41,
4/30/18,77.16,79.42,75.58,77.51,
5/31/18,78.16,84.04,78.08,78.08,
6/30/18,78.55,83.02,78.53,82.58,
7/31/18,81.81,82.96,80.51,81.23,
8/31/18,80.71,83.18,80.71,82.46,
9/30/18,83.84,84.68,80.29,84.68,
10/31/18,83.95,89.07,83.36,85.51,
11/30/18,85.53,87.66,79.87,80.93,
12/31/18,81.13,84.5,80.44,82.2,
1/31/19,82.6,83.35,79.88,80.61,
2/28/19,80.91,85.68,79.35,84.81,
3/31/19,85.58,89.05,84.24,88.85,
4/30/19,88.84,93.51,88.84,92.88,
5/31/19,93.26,105.5,93.26,105.5,
6/30/19,106.92,107.55,99.56,106.98,
7/31/19,108.13,112.23,107.16,107.16,
8/31/19,107.99,107.99,98.46,104.75,
9/30/19,106.26,111.42,105.84,111.42,
10/31/19,111.12,118.92,108.9,118.92,
11/30/19,119.62,119.62,103.72,103.72,
12/31/19,104.03,107.97,103.55,107.23,
1/31/20,108.76,108.85,101.9,104.21,
2/29/20,103.01,103.01,89.98,91.18,
3/31/20,92.4,104.17,91.68,102.81,
4/30/20,102.66,105.65,93.16,93.54,
5/31/20,94.03,94.41,87.36,91.81,
6/30/20,90.2,93.06,90.16,90.76,
7/31/20,91.26,94.51,86.86,86.86,
8/31/20,84.95,87.29,83.2,86.16,
9/30/20,86.34,89.95,82.95,82.95,
10/31/20,84,85.73,84,85.08,
11/30/20,85.48,85.48,73.12,76.04,
12/31/20,76.5,77.3,66.75,71.95,
1/31/21,72.67,76.76,72.67,76.13,
2/28/21,75.48,77.14,74.34,74.98,
3/31/21,74.71,77.78,72.25,75.76,
4/30/21,75.72,78.86,75.06,78.57,
5/31/21,79.65,80.03,73.44,73.44,
6/30/21,73.51,73.51,64.9,68.45,
7/31/21,68.35,69.86,67.25,68.37,
8/31/21,69.68,69.95,63.9,67.11,
9/30/21,66.83,71.72,66.83,71.08,
10/31/21,71.61,73.8,69.46,73.21,
11/30/21,73.44,78.01,73.44,77.3,
12/31/21,78.12,81.5,78.12,80.8,
1/31/22,78.91,82.95,78.59,81.3,
2/28/22,81.68,85.81,81.68,85.46,
3/31/22,85.33,89.05,85.33,89.05,
4/30/22,90.05,93.21,89.3,91.93,
5/31/22,93.35,96.41,91.5,95.63,
6/30/22,96.03,96.36,90.73,92.93,
7/31/22,92.92,97.05,92.92,97.05,
8/31/22,96.25,100.78,96.21,100.78,
9/30/22,101.28,102.05,96.58,97.12,
10/31/22,97.67,102.76,96.11,96.11,
11/30/22,96.23,99.53,92.03,94.65,
12/31/22,95.73,99.22,95.03,98.17,
1/31/23,98.77,99.42,96.96,97.43,
2/28/23,97.71,103.9,97.71,103.9,
3/31/23,104.23,105.38,102.36,102.77,
4/30/23,101.51,102.7,98.38,98.38,
5/31/23,97.4,98.19,92.77,97.53,
6/30/23,95.36,97.24,88.4,88.4,
7/31/23,88.95,91.72,86.91,86.91,
8/31/23,87.96,93.7,87.96,93.46,
9/30/23,92.25,93.61,87.94,87.97,
10/31/23,88.06,90.45,85.91,88.53,
11/30/23,88.41,92.88,88.41,92.34,
12/31/23,92.64,95.61,92.64,95.52,
1/31/24,95.65,100.66,94.88,100.66,
2/29/24,100.7,101.31,96.33,97.22,
3/31/24,97.1,98.86,92.54,93.01,
4/30/24,93.5,94.69,89.18,90.63,
5/31/24,92.12,92.47,88.33,89.9,
6/30/24,90.15,96.37,89.18,96.37,
7/31/24,96.45,102.14,96.38,102.14,
8/31/24,102.12,105.57,101.51,104.14,
9/30/24,104.95,104.95,101.07,103.16,
10/31/24,104.08,104.08,99.18,104.06,
11/30/24,103.89,111.1,103.89,111.1,
12/31/24,110.44,120.51,110.44,120.51,
1/31/25,121.25,123.6,119.46,123.49,
2/28/25,120.46,122.86,117.96,122.24,
3/31/25,123.93,125.68,115,116.75,
4/30/25,118.07,121.54,117.4,120.01,
5/31/25,121.1,129.95,121.1,129.95,
6/30/25,129.69,131.01,126.75,131.01,
7/31/25,131.76,136.5,131.33,133.81,
8/31/25,135.81,143.18,135.71,141.18,
9/30/25,139.78,147.16,137.22,143.46,
10/31/25,144.77,155.65,144.77,155.65,
11/30/25,157.88,159.39,148.18,151.08,
12/31/25,152.11,157.01,152.11,156.66,
1/31/26,158.75,158.93,153.2,157.35,
2/28/26,156.83,162.31,154.68,154.68,
3/31/26,150.9,153.13,135.2,140.46,
4/30/26,140.35,144.55,136.27,143.71,
5/31/26,140.53,143.43,137.16,143.43,
6/30/26,142.3,154.03,142.3,153.04,
7/31/26,153.01,160.58,153.01,160.18,
8/31/26,161.84,166.14,160.41,162.51,
9/30/26,163.93,166.1,156.26,158.19,
10/31/26,159.69,159.69,145.66,150.76,
11/30/26,150.51,157.37,150.51,156.55,
12/31/26,157.31,160.75,156.65,157.2,
1/31/27,155.16,156.56,152.73,156.41,
2/28/27,156.26,161.96,154.31,161.96,
3/31/27,161.42,161.78,158.41,160.08,
4/30/27,160.71,167.36,160.71,164.64,
5/31/27,164.55,172.96,164.55,172.96,
6/30/27,171.98,171.98,165.73,166.23,
7/31/27,168.06,181.4,168.06,181.4,
8/31/27,184.21,190.63,177.13,189.79,
9/30/27,191.56,198.97,191.56,197.59,
10/31/27,199.78,199.78,181.43,181.73,
11/30/27,181.65,198.21,181.65,198.21,
12/31/27,196.58,200.93,193.58,200.7,
1/31/28,203.35,203.35,194.5,198.59,
2/29/28,197.98,199.35,191.33,194.78,
3/31/28,194.81,214.45,194.53,213.35,
4/30/28,209.33,216.93,207.94,211.63,
5/31/28,213.48,220.88,211.73,219.81,
6/30/28,220.27,220.96,201.96,210.55,
7/31/28,208.21,216.62,205.1,216,
8/31/28,216.78,240.41,214.08,240.41,
9/30/28,240.38,241.72,236.86,239.43,
10/31/28,238.2,260.4,233.6,252.2,
11/30/28,252.2,299.4,251.6,293.4,
12/31/28,293.4,301.6,254.4,300,
1/31/29,300.3,320,292.9,317.5,
2/28/29,317.5,324.5,293.4,317.4,
3/31/29,317.8,324.4,281.5,308.9,
4/30/29,304.2,321.1,294.1,319.3,
5/31/29,319.3,331,290,297.4,
6/30/29,297.4,335.3,296.5,333.8,
7/31/29,333.8,350.3,332.2,347.7,
8/31/29,347.7,384,336.1,380.3,
9/30/29,380.3,386.1,341,343.5,
10/31/29,343.5,358.8,212.3,273.5,
11/30/29,269.8,269.8,195.4,239,
12/31/29,239,267.6,226.4,248.5,
1/31/30,248.5,268.7,241.8,267.1,
2/28/30,267.1,275,259.8,271.1,15931940
3/31/30,271.1,289.1,268.9,286.1,23552934
4/30/30,286.1,297.3,272.2,279.2,26980152
5/31/30,279.2,282,249.8,275.1,19090377
6/30/30,275.1,276.9,207.7,226.3,19557293
7/31/30,226.3,243.7,214.6,234,11561056
8/31/30,234,241.4,214.5,240.4,9844062
9/30/30,240.4,247.2,202,204.9,12860751
10/31/30,205.9,216.9,181.5,183.4,16238436
11/30/30,183.4,191.3,168.3,183.39,14094314
12/31/30,183.4,188,154.5,164.6,14279729
1/31/31,164.6,175.7,160.1,167.6,10658020
2/28/31,167.6,197,165.6,189.7,15844781
3/31/31,189.7,191.9,170.6,172.4,15868871
4/30/31,172.4,174.7,141.8,151.2,13345442
5/31/31,151.2,156.2,127.3,128.5,11714435
6/30/31,128.4,157.9,119.9,150.2,14402256
7/31/31,150.2,156.7,133.7,135.4,8238494
8/31/31,135.4,146.4,132.6,139.4,6261201
9/30/31,139.4,140.5,95.8,96.6,12261203
10/31/31,96.6,110.5,85.5,105.4,12360091
11/30/31,105.4,119.2,89.3,93.9,8810888
12/31/31,93.4,93.4,71.8,77.9,11926014
1/31/32,77.9,87.8,69.9,76.2,8653085
2/29/32,76.3,89.8,70.6,81.4,7502165
3/31/32,81.4,89.9,72.5,73.3,7826077
4/30/32,73.3,74.4,55.3,56.1,7991729
5/31/32,56.1,60,44.3,44.7,5598496
6/30/32,44.7,51.4,42.3,42.8,5555999
7/31/32,42.8,54.7,40.6,54.3,5741052
8/31/32,54.3,77,52.4,73.2,19920449
9/30/32,73.2,81.4,64.3,71.6,16891941
10/31/32,71.6,72.6,57.7,61.9,7415460
11/30/32,61.6,68.9,55.9,56.4,5669776
12/31/32,56.4,62.9,55,59.9,5847338
1/31/33,59.9,65.3,58.9,60.9,4560000
2/28/33,60.9,60.9,49.7,51.4,4703061
3/31/33,51.4,64.6,50.3,55.4,4998947
4/30/33,55.4,78.2,55,77.7,12482255
5/31/33,77.7,91.3,75.6,88.1,24918047
6/30/33,88.1,100.5,86.5,98.1,31052753
7/31/33,99.2,110.5,84.5,90.8,29815938
8/31/33,90.8,105.6,89.6,102.4,9572935
9/30/33,102.4,107.7,92.4,94.8,10840601
10/31/33,94.8,100.6,82.2,88.2,9791729
11/30/33,88.2,101.9,86.8,98.1,8526859
12/31/33,98.4,104,93.7,99.9,8704332
1/31/34,99.9,110.1,96.3,107.2,13216548
2/28/34,107.9,111.9,102.2,103.5,14131777
3/31/34,103.5,106.4,97.4,101.9,7395885
4/30/34,101.9,107,100.3,100.5,7327669
5/31/34,100.5,101.4,89.1,94,6187218
6/30/34,93.7,101.1,90.9,95.7,4072870
7/31/34,95.7,99.4,84.6,88.1,5231908
8/31/34,88.6,96,86.3,92.9,4121958
9/30/34,92.9,94.1,85.7,92.6,3252994
10/31/34,92.2,96.4,89.8,93.4,3917413
11/30/34,93.4,103.5,92.8,102.9,4992219
12/31/34,102.9,104.5,98.9,104,5898587
1/31/35,104,106.7,99.5,101.7,4752360
2/28/35,101.7,108.3,100,102.4,3474459
3/31/35,102.4,103.7,96,100.8,4049775
4/30/35,100.8,111.5,99.8,109.5,5296060
5/31/35,109.5,117.6,107.8,110.6,7463457
6/30/35,110.2,121.3,108.6,118.2,5648841
7/31/35,118.2,127,117.8,126.2,7196572
8/31/35,126.2,130,124.3,127.9,10607821
9/30/35,127.9,135.3,126.4,131.9,8554380
10/31/35,131.9,142.1,127,139.7,11246165
11/30/35,140.1,149.4,140,142.4,14493421
12/31/35,142.4,145.1,138.3,144.1,11078796
1/31/36,144.1,150,141.6,149.5,16200270
2/29/36,149.5,155.7,148.3,152.2,14949654
3/31/36,152.2,159.9,149.7,156.3,12529174
4/30/36,157,163.1,141.5,145.7,9636361
5/31/36,145.7,153.6,144.2,152.6,5345862
6/30/36,152.6,161.2,148.5,157.7,5382405
7/31/36,157.7,168.2,154.9,164.9,8233535
8/31/36,164.9,170.2,160.5,166.3,6766918
9/30/36,166.3,170.7,164.8,167.8,7362584
10/31/36,167.8,178.4,167.5,177.2,10827429
11/30/36,177.2,186.4,175.4,183.2,12472169
12/31/36,183.2,183.6,175.3,179.9,11646768
1/31/37,179.9,187.8,177,185.7,14823610
2/28/37,185.7,191.4,184.9,187.3,12388604
3/31/37,187.3,195.6,179.3,186.4,12433623
4/30/37,186.4,186.6,168.8,174.3,8473082
5/31/37,174.3,176.9,166.2,174.7,4855940
6/30/37,172.7,175.7,163.3,169.3,4053386
7/31/37,169.3,185.9,169.1,185.6,5193836
8/31/37,185.6,190.4,175.1,177.4,4263157
9/30/37,176.1,176.1,146.2,154.6,7940481
10/31/37,154.6,155.1,115.8,138.2,12979304
11/30/37,137,137,112.5,123.5,7050551
12/31/37,123.5,131.2,117.7,120.9,6794436
1/31/38,120.9,135,118.9,121.9,5871878
2/28/38,122.7,132.9,117.1,129.6,3547400
3/31/38,129.6,131,97.5,99,5350826
4/30/38,101,121.5,101,111.3,3953415
5/31/38,110.6,120.3,106.4,107.7,3424961
6/30/38,107.7,138.2,107.6,133.9,5801053
7/31/38,133.9,146.3,133.5,141.3,9946195
8/31/38,141,146.3,135.4,139.3,5023758
9/30/38,139.3,143.4,127.9,141.5,5658948
10/31/38,141.6,155.4,141.6,151.7,10155973
11/30/38,151.7,158.9,145.2,149.8,6951067
12/31/38,149.8,155.1,146.4,154.8,6938886
1/31/39,154.8,155.5,136.1,143.8,6166934
2/28/39,143.5,148.2,141.9,147.3,3279825
3/31/39,147.3,152.7,131.4,131.8,5794736
4/30/39,131.8,135.6,120,128.5,4644813
5/31/39,128.5,139.2,127.5,138.2,3193536
6/30/39,137.4,140.8,129,130.6,2984933
7/31/39,130.6,145.7,130.5,143.3,4607278
8/31/39,143.3,145.8,128.6,134.4,4280752
9/30/39,134.4,157.8,127.5,152.5,13998767
10/31/39,152.4,156,148.7,151.9,5896332
11/30/39,151.9,153.5,144.9,145.7,4444239
12/31/39,145.7,150.8,145.5,150.2,4486466
1/31/40,150.5,153.3,143.1,145.3,3932120
2/29/40,145.3,150,144.7,146.5,3303177
3/31/40,146.5,149.5,145.1,148,3981114
4/30/40,148,152.1,145.9,148.4,6568423
5/31/40,148.1,148.7,110.5,116.2,9588272
6/30/40,116.2,125.3,110.4,121.9,4072964
7/31/40,121.8,127.2,120.1,126.1,1823189
8/31/40,126.1,129.6,120.9,129.4,1891578
9/30/40,129.4,135.5,127.2,132.6,2992693
10/31/40,133,135.9,129.5,134.6,3478650
11/30/40,134.6,138.8,129.1,131,5236737
12/31/40,131,133,127.8,131.1,4339037
1/31/41,131.1,134.3,123.9,124.1,3301913
2/28/41,124,125.3,117.4,122,2162163
3/31/41,122,124.4,120,122.7,2519549
4/30/41,122.9,125.3,115.3,115.5,2781744
5/31/41,115.5,118.5,114.8,115.8,2424723
6/30/41,115.8,125.1,115.5,123.1,2651278
7/31/41,123.1,131.1,122.5,128.8,4435669
8/31/41,128.7,128.7,124.7,127.7,2780750
9/30/41,127.8,130,125.3,126.8,3397623
10/31/41,126.8,127.2,117.4,117.8,3226828
11/30/41,117.8,120.3,114,114.2,3834002
12/31/41,114.2,117.5,105.5,111,8788333
1/31/42,111,115,108.3,109.1,3488100
2/28/42,109.1,111,104.7,106.8,1951217
3/31/42,106.5,107.2,98.3,99.5,2099098
4/30/42,99.5,102.8,92.7,95.4,1860630
5/31/42,95.4,101.5,95.1,100.9,1779700
6/30/42,101,106.6,100.9,103.3,1850076
7/31/42,103.3,109.5,102.3,105.7,2064812
8/31/42,105.7,107.9,104.5,106.3,1875338
9/30/42,106.3,110,105.6,109.1,2350375
10/31/42,109.2,116,109.2,114.1,3926978
11/30/42,114.1,118.2,113.5,114.5,3322899
12/31/42,114.5,120.2,114.1,119.4,4716093
1/31/43,119.5,125.8,118.8,125.6,4553321
2/28/43,125.6,130.4,124.7,130.1,5945954
3/31/43,130.1,137.2,127.9,136.6,8988269
4/30/43,136.6,137.5,129.8,135.5,8326557
5/31/43,135.5,142.2,135.4,142.1,8713983
6/30/43,142.1,143.7,138.1,143.4,5724994
7/31/43,143.4,146.4,135.5,136,6602884
8/31/43,136,138.8,133.9,136.6,3540905
9/30/43,136.7,142.5,136.4,140.1,3619038
10/31/43,140.1,140.6,135.9,138.3,3516724
11/30/43,138.3,139,128.9,129.6,4585840
12/31/43,129.8,136.7,129.8,135.9,4667368
1/31/44,135.9,138.9,135.5,137.4,4291578
2/29/44,137.4,137.7,134.1,136.3,4182587
3/31/44,136.3,141.4,135.9,138.8,6753383
4/30/44,138.8,139.5,134.8,136.2,3606497
5/31/44,136.2,142.4,136.2,142.2,4219399
6/30/44,142.2,149.2,140.9,148.4,9179548
7/31/44,148.4,150.9,145.3,146.1,7308633
8/31/44,146.1,149.3,144.5,147,4913231
9/30/44,147,147.5,142.5,146.7,3951880
10/31/44,146.7,149.2,145.3,146.5,4340209
11/30/44,146.5,148.4,145.2,147.3,4357893
12/31/44,147.3,153,146.8,152.3,7518228
1/31/45,152.3,156.7,150.5,153.7,9598143
2/28/45,153.7,160.9,153.2,160.4,8194394
3/31/45,160.4,162.2,151.7,154.4,6979761
4/30/45,154.5,165.7,154.5,165.4,6838647
5/31/45,165.4,169.5,162.6,168.3,7749023
6/30/45,168.3,169.6,163.8,165.3,10253683
7/31/45,165.4,167.8,160,162.9,4509024
8/31/45,162.9,174.5,161.1,174.3,4887970
9/30/45,174.3,181.9,173.2,181.7,6189023
10/31/45,181.9,187.6,181.9,186.6,8415342
11/30/45,187,193,185.8,191.5,9950377
12/31/45,191.5,196.6,187.5,192.9,8538678
1/31/46,192.7,206.6,189.8,204.7,12394231
2/28/46,204.7,207.5,184.1,190.1,8193653
3/31/46,190.1,201.9,186.8,199.8,6561655
4/30/46,199.8,209.4,198.5,206.8,7762916
5/31/46,206.6,213.4,199.3,212.3,7232030
6/30/46,212.3,212.5,199,205.6,4899249
7/31/46,205.8,208.6,194.3,201.6,4646617
8/31/46,201.6,205,187.3,189.2,4696241
9/30/46,188.2,188.2,164.1,172.4,9807519
10/31/46,172.4,177.1,160.5,169.2,7402107
11/30/46,169.5,175.8,162.3,169.8,6167459
12/31/46,169.1,178.6,166.2,177.2,7290677
1/31/47,177.2,181.3,170.1,180.4,5723279
2/28/47,180.4,185,176.3,178.9,5735099
3/31/47,178.9,182.5,171.9,177.2,4879848
4/30/47,177.2,178.3,165.4,170.6,5061655
5/31/47,170.6,175.1,161.4,169.3,5091429
6/30/47,168.7,178.1,167.4,177.3,3942856
7/31/47,177.5,187.7,177.5,183.2,5742856
8/31/47,183.2,184.4,176.5,178.9,3196239
9/30/47,178.9,180.6,174,177.5,3615789
10/31/47,177.5,186.2,176.9,181.8,7176538
11/30/47,182,184,178.9,179.4,4359446
12/31/47,179.4,181.8,175.2,181.2,6747968
1/31/48,181.2,181.7,170.7,175.1,5105415
2/29/48,174.92,176.1,164.1,167.3,5415209
3/31/48,167.5,177.6,165,177.2,5468660
4/30/48,177.2,184.5,176,180.5,8549776
5/31/48,180.5,192.3,179.5,190.7,10300149
6/30/48,190.7,194.5,186.6,189.5,6978945
7/31/48,189.5,192.4,179.6,181.3,5548874
8/31/48,181.3,184.5,177.4,181.7,3394737
9/30/48,181.7,185.6,175.8,178.3,4163909
10/31/48,178.3,190.9,178.2,188.6,5198345
11/30/48,188.6,190.5,170.4,171.2,7221276
12/31/48,171.7,179.2,171.7,177.3,6742104
1/31/49,177,182.5,174.4,179.1,4744509
2/28/49,179.1,180.9,170.6,173.1,4066196
3/31/49,173.4,179.2,172.6,177.1,5152332
4/30/49,177,177.8,172.3,174.2,5020151
5/31/49,174.2,177.2,168.1,168.4,4470225
6/30/49,168.4,169,160.6,167.4,4012781
7/31/49,167.4,177,166.9,175.9,4236091
8/31/49,175.9,182.7,175.7,178.7,4917293
9/30/49,178.7,184.1,177.6,182.5,5379697
