Date,Open,High,Low,Close,Volume
10/31/49,182.2,191.4,180.9,189.5,7530225
11/30/49,189.5,194.4,187,191.6,6925714
12/31/49,191.6,200.9,191.1,200.1,9616241
1/31/50,200.1,202.9,193.9,201.8,10420602
2/28/50,201.8,205.4,200.6,203.4,8358082
3/31/50,203.4,211.2,201.1,206.1,9806165
4/30/50,206.1,216.3,205.7,214.3,12083005
5/31/50,214.3,224.2,214.1,223.4,11311579
6/30/50,223.4,229.2,206,209.1,10299247
7/31/50,209.1,212.2,195.4,209.4,10053383
8/31/50,209.6,222.2,209.6,216.9,8774437
9/30/50,217.1,228.2,217.1,226.4,8704510
10/31/50,228.94,232.8,223.6,225,15163702
11/30/50,225,236.6,220.6,227.6,10521833
12/31/50,227.6,236.5,221.3,235.4,14685565
1/31/51,235.4,250.6,234.9,248.8,17509807
2/28/51,248.8,257.1,247,252.1,10396671
3/31/51,252.1,254.4,242.1,247.9,9090766
4/30/51,247.8,260.8,245,259.1,8513233
5/31/51,259.1,264.4,241.9,249.7,9706465
6/30/51,249.7,255.2,240.7,242.6,8169927
7/31/51,242.6,262.2,241.1,257.9,6313535
8/31/51,257.9,271.6,256.8,270.3,7585714
9/30/51,270.3,277.5,269.1,271.2,8215035
10/31/51,271.2,277.3,256.4,262.4,10496573
11/30/51,262.4,265.8,254.9,261.3,6503191
12/31/51,261.6,270,261.6,269.2,7736031
1/31/52,269.2,276.3,266.3,270.7,9150695
2/29/52,270.7,272.9,257.4,260.1,6996561
3/31/52,260.1,270.4,259,269.5,7375487
4/30/52,269.5,269.8,257,257.6,7322527
5/31/52,257.4,265.2,254.7,262.9,6028871
6/30/52,262.9,275,260.8,274.3,5758647
7/31/52,274.3,280.3,271.7,279.6,5436091
8/31/52,279.6,281.5,272.3,275,4712030
9/30/52,275.1,278.2,267.1,270.6,5436090
10/31/52,270.6,272.4,262,269.2,5851129
11/30/52,269.2,284.7,268.8,283.7,6814285
12/31/52,283.7,293.5,280.7,291.9,9130826
1/31/53,291.9,295.1,284.3,289.8,7682707
2/28/53,289.8,290.9,279.7,284.3,6805262
3/31/53,284.3,292,277.6,279.9,9588721
4/30/53,279.9,281.8,269.3,274.8,7752633
5/31/53,274.8,280,270.7,272.3,5803760
6/30/53,272.3,272.6,260.8,268.3,5882707
7/31/53,268.3,275.9,267,275.4,5016542
8/31/53,275.4,278.3,260.8,261.2,5388721
9/30/53,261.2,266.6,254.4,264,6124058
10/31/53,264,277,262.5,275.8,5799248
11/30/53,275.8,282.5,273,281.4,6009023
12/31/53,281.4,285.2,275.9,280.9,8154134
1/31/54,280.9,294.6,278.9,292.4,7538347
2/28/54,292.4,295.4,287.4,294.5,7502256
3/31/54,294.5,305.2,294.2,303.5,9936089
4/30/54,303.5,321.7,301.7,319.3,10277593
5/31/54,319.3,328.9,316.5,327.5,9451128
6/30/54,327.5,338.8,315.7,333.5,9525564
7/31/54,333.5,349.2,330.7,347.9,11693233
8/31/54,347.9,352.3,333.2,335.8,12834587
9/30/54,335.8,366,335,360.5,9297746
10/31/54,360.5,366.4,350.7,352.1,9963156
11/30/54,352.1,391.2,350.2,386.8,14212783
12/31/54,386.8,407.2,381.8,404.4,17251127
1/31/55,404.4,412.5,385.7,408.8,16838346
2/28/55,408.8,416.6,403.5,411.9,13716541
3/31/55,411.9,421.8,387.5,409.7,14837592
4/30/55,409.8,432.8,409.8,425.7,12133084
5/31/55,425.7,428.3,412.6,424.9,10774734
6/30/55,424.9,453.5,422.5,451.4,13109773
7/31/55,451.4,471.7,449.5,465.9,10933086
8/31/55,465.9,469.5,445.7,468.2,9428571
9/30/55,468.2,489.9,446.7,466.6,13551881
10/31/55,465.4,465.4,433.2,454.9,9507518
11/30/55,454.9,490.8,452.1,483.3,10457142
12/31/55,483.3,490.6,478.3,488.4,11501501
1/31/56,488.4,490.9,458.2,470.7,10637595
2/29/56,470.7,491.1,463.9,483.7,10459400
3/31/56,483.7,515.9,483.6,511.8,13603757
4/30/56,511.8,524.4,501,516.1,12203007
5/31/56,516.1,519.8,463.9,478.1,12002256
6/30/56,478.1,494.8,468,492.8,8386465
7/31/56,492.8,520,488.4,517.8,10296992
8/31/56,517.8,523.3,492.2,502,10026316
9/30/56,502,512.7,474.2,475.3,8395488
10/31/56,475.3,494.1,463.8,479.9,9090226
11/30/56,480.2,500.5,460.4,472.8,9823308
12/31/56,474.3,501.6,474.3,499.5,10450374
1/31/57,499.5,502.6,471.1,479.2,10858647
2/28/57,479.2,479.8,453.1,464.6,8465414
3/31/57,464.6,477.6,463.7,474.8,8034586
4/30/57,474.8,497.2,473.1,494.4,10892481
5/31/57,494.4,508.9,492.3,504.9,11855640
6/30/57,504.9,516.8,492.9,503.3,9805264
7/31/57,503.3,523.1,500.8,508.5,10878949
8/31/57,508.5,510,469,484.4,9336088
9/30/57,484.4,487.6,452.2,456.3,8321053
10/31/57,456.3,468.2,416.2,441,14427067
11/30/57,438.8,452.5,425.5,449.9,10872179
12/31/57,449.9,452.2,423.9,435.7,12279700
1/31/58,435.7,453.6,434.4,450,11239850
2/28/58,450,459.8,434,439.9,9065413
3/31/58,439.9,457.3,439.2,446.8,10529323
4/30/58,446.8,458.3,437.3,455.9,11339098
5/31/58,455.9,465.3,453.8,462.7,12203008
6/30/58,462.7,482.1,462.7,478.2,12769174
7/31/58,478.2,508.4,472.1,503,15660900
8/31/58,503,514.4,499.8,508.6,14052631
9/30/58,508.6,535,508.4,532.1,16227066
10/31/58,532.1,549.7,527.7,543.2,21433085
11/30/58,543.2,572.1,538.4,557.5,16770675
12/31/58,557.5,587.4,553.7,583.7,17129322
1/31/59,583.7,601.7,580.5,594,18775940
2/28/59,594,607.6,571.7,603.5,14839850
3/31/59,603.5,618.8,599.2,601.7,18593233
4/30/59,601.7,635.3,599.7,623.8,17106766
5/31/59,623.8,647.2,611.7,643.8,16003761
6/30/59,643.8,648.7,613.1,643.6,14506014
7/31/59,643.6,678.7,643.6,674.9,15992483
8/31/59,674.9,683.9,639.3,664.4,11515039
9/30/59,664.4,665,613.3,631.7,12969926
10/31/59,631.7,649.4,624.6,646.6,13833835
11/30/59,646.6,661.2,631,659.2,14548871
12/31/59,660,682.7,658.5,679.4,16287967
1/31/60,679.4,688.2,619.5,622.6,14418046
2/29/60,622.6,640.3,603.3,630.1,13646617
3/31/60,630.1,632.7,596.2,616.6,14821805
4/30/60,616.6,637.2,598.4,601.7,12924811
5/31/60,601.7,631.4,596.6,625.5,15516543
6/30/60,625.5,663.6,620.6,640.6,17251127
7/31/60,640.6,650.1,597.3,616.7,12148872
8/31/60,616.7,645.3,600.3,626,14736093
9/30/60,626,631,565.5,580.1,13723308
10/31/60,580.1,600,564.2,580.4,12263909
11/30/60,580.4,614.1,579.4,597.2,13987218
12/31/60,597.2,621.3,589.8,615.9,17442856
1/31/61,615.9,655.2,606.1,648.2,20077444
2/28/61,648.2,667,632.8,662.1,20916543
3/31/61,662.1,685.3,656.4,676.6,25951130
4/30/61,676.6,700.8,671.6,678.7,22953381
5/31/61,678.7,714.7,673,696.7,21866165
6/30/61,696.7,708.9,673.5,684,16486466
7/31/61,684,709.8,674.8,705.4,13723309
8/31/61,705.4,730.2,702.2,719.9,18381203
9/30/61,719.9,733.5,688.9,701.2,14395489
10/31/61,701.2,714.1,693.1,703.9,16461656
11/30/61,703.9,741.3,700.1,721.6,19797745
12/31/61,721.6,739.9,714.6,731.1,18581955
1/31/62,731.1,734.4,686.9,700,18223306
2/28/62,700,721.4,696.1,708.1,14916540
3/31/62,708.1,727.1,703.3,707,15437595
4/30/62,707,709.7,661.5,665.3,14715787
5/31/62,665.3,679.2,553.8,613.4,25044362
6/30/62,613.4,616.5,524.6,561.3,22592482
7/31/62,561.3,601.2,557.3,597.9,16727821
8/31/62,597.6,622,582.1,609.2,18135340
9/30/62,609.2,612.4,572.2,579,14185715
10/31/62,579,594.8,549.7,589.8,17749624
11/30/62,589.8,656,582.7,649.3,21658647
12/31/62,649.3,658.8,636.9,652.1,18241352
1/31/63,652.1,686.9,643.6,682.9,23000752
2/28/63,682.9,694.3,661.3,662.9,17846616
3/31/63,662.9,687.4,656.7,682.5,16863158
4/30/63,682.5,721.9,680.6,717.7,23975191
5/31/63,717.7,730.4,708.2,727,23699997
6/30/63,727,733,702.4,706.9,20431581
7/31/63,706.9,719,684.4,695.4,17212782
8/31/63,695.4,731.7,691.2,729.3,20672930
9/30/63,729.3,753,728.6,732.8,24049622
10/31/63,732.8,767.2,732.5,755.2,27599999
11/30/63,755.2,759.6,710.8,750.5,21200753
12/31/63,750.5,773.1,746.8,763,22254135
1/31/64,763,791.6,760.3,785.3,26305263
2/29/64,785.3,803.5,778,800.1,19874436
3/31/64,800.1,824.7,798.1,813.3,25660150
4/30/64,813.3,831.6,807.2,810.8,27854887
5/31/64,810.8,836.1,808.6,820.6,22364661
6/30/64,820.6,835.9,796.9,831.5,21687969
7/31/64,831.5,855.2,829.3,841.1,23140603
8/31/64,841.1,847.2,820.8,838.5,18559399
9/30/64,838.5,880.2,836.6,875.4,24760150
10/31/64,875.4,886.3,861.4,873.1,24033833
11/30/64,873.1,897,866.8,875.4,21121805
12/31/64,875.4,881.4,850.2,874.1,23460903
1/31/65,874.1,907.8,865.1,902.9,24615790
2/28/65,902.9,911.8,877.5,903.5,25326318
3/31/65,903.5,907.9,884.7,889.1,28157142
4/30/65,889.1,925.4,886.8,922.3,26869175
5/31/65,922.3,944.8,904.8,918,24854888
6/30/65,918,921.9,832.7,868,28908273
7/31/65,868,890,857.7,881.7,19206766
8/31/65,881.7,901.9,874.8,893.1,24602257
9/30/65,893.1,945,887,930.6,35003005
10/31/65,930.6,967.5,923.2,960.8,37012780
11/30/65,960.8,970,937.2,946.7,33182708
12/31/65,946.7,976.6,924.4,969.3,43093986
1/31/66,969.3,1000.6,961.9,983.5,41257894
2/28/66,983.5,1001.1,946.1,951.9,37396240
3/31/66,951.9,955.2,905.4,924.8,43163908
4/30/66,924.8,961.9,921.8,933.7,41990978
5/31/66,933.7,939.6,859.1,884.1,38636842
6/30/66,884.1,910.4,858.9,870.1,31680452
7/31/66,870.1,901.2,843.8,847.4,27024812
8/31/66,846.6,860.6,759.5,788.4,36638347
9/30/66,788.4,822.9,763.4,774.2,27074433
10/31/66,774.2,816.6,735.7,807.1,32979700
11/30/66,807.1,827.3,784.8,791.6,32882708
12/31/66,791.6,827.2,779.3,785.7,37233834
1/31/67,785.7,857,776.2,849.9,46784212
2/28/67,849.9,871.7,828,839.4,41266919
3/31/67,839.4,883.4,835.3,866,50670678
4/30/67,866,903.7,839,897.1,42327067
5/31/67,897.1,915.9,850.4,852.6,49267670
6/30/67,852.6,892.8,836.9,860.3,47952630
7/31/67,860.3,918.7,853.2,904.2,48886464
8/31/67,904.2,933.1,887.8,901.3,46872179
9/30/67,901.3,951.6,894.2,926.7,46231579
10/31/67,926.7,940.4,876.2,879.7,50702258
11/30/67,879.7,894.9,839.4,875.8,47690978
12/31/67,875.8,910.4,868.8,905.1,51757895
1/31/68,905.1,921.9,850.5,855.5,59271429
2/29/68,855.5,871.3,826.5,840.5,39333835
3/31/68,840.5,854.3,817.6,840.7,43445864
4/30/68,849.2,918.1,849.2,912.2,66636089
5/31/68,912.2,935.7,885.5,899,65860152
6/30/68,899,924.9,891.5,897.8,58035337
7/31/68,897.8,933.8,877,883,54687971
8/31/68,883,902.4,863.3,896,43752632
9/30/68,896,945.9,892.6,935.8,51496241
10/31/68,935.8,974.3,932.9,952.4,61398496
11/30/68,952.4,989.6,936.5,985.1,56808271
12/31/68,985.1,994.7,936.7,943.8,60333836
1/31/69,943.8,960.2,915.5,946.1,60135337
2/28/69,946.1,959.2,895.4,905.2,46802257
3/31/69,905.2,941.4,895.8,935.5,44912030
4/30/69,935.5,956.3,908.8,950.2,53442859
5/31/69,950.2,974.9,928.6,937.6,57875187
6/30/69,937.6,938.7,862.5,873.2,53036840
7/31/69,873.2,893.9,788.1,815.5,51484962
8/31/69,815.6,843.7,800.6,836.7,45491729
9/30/69,836.7,846,804.5,813.1,49432331
10/31/69,813.1,868,794,856,69949622
11/30/69,856,871.8,800.4,812.3,48180452
12/31/69,812.3,816.4,764.5,800.4,61432330
1/31/70,800.4,819.2,739.1,744.1,49869922
2/28/70,744.1,784.2,738.8,777.6,51514289
3/31/70,777.6,803.3,758,785.6,48018046
4/30/70,785.6,798.8,716.7,736.1,50327819
5/31/70,736.1,740.8,627.5,700.4,58245113
6/30/70,700.4,728.2,674.9,683.5,51072182
7/31/70,683.5,743.4,665.3,734.1,51369922
8/31/70,734.1,772,702.8,764.6,49328572
9/30/70,764.6,778.3,741.5,760.7,68411281
10/31/70,760.7,791.1,746.7,755.6,58955638
11/30/70,755.6,797.5,749.5,794.1,51945112
12/31/70,794.1,848.2,787.5,838.9,75618045
1/31/71,838.9,873.8,826.5,868.5,78606767
2/28/71,868.5,898.1,862,878.8,83727065
3/31/71,878.8,922.3,873.2,904.4,87942855
4/30/71,904.4,958.1,897.5,941.8,90581955
5/31/71,941.8,948.9,898.6,907.8,69329323
6/30/71,907.8,929.6,866.3,891.1,68478947
7/31/71,891.1,908.8,854.4,858.4,59828572
8/31/71,858.4,917.8,834.9,898.1,72297746
9/30/71,898.1,925.7,877.5,887.2,57004509
10/31/71,887.2,910.6,827.8,839,63175938
11/30/71,839,855.2,790.7,831.3,62348122
12/31/71,831.3,902.5,831.1,890.2,85190979
1/31/72,890.2,924,882.8,902.2,85599248
2/29/72,902.2,933.3,894.3,928.1,84870677
3/31/72,928.1,957,924.1,940.7,91048873
4/30/72,940.7,977.7,933.6,954.2,83005263
5/31/72,954.2,979.5,917.4,960.7,75755634
6/30/72,960.7,967.7,917.8,929,70942106
7/31/72,929,955.5,900.1,924.7,65165414
8/31/72,924.7,980.4,922,963.7,80510524
9/30/72,963.7,977.4,927.2,953.3,55531579
10/31/72,953.3,964.1,917.1,955.5,71571429
11/30/72,955.5,1029.7,955.3,1018.2,91481954
12/31/72,1018.2,1042.4,996.1,1020,77758647
1/31/73,1022.9,1067.2,988.1,999,88815788
2/28/73,999,1019.9,938.8,955.1,71772181
3/31/73,955.1,985.3,911.1,951,77458646
4/30/73,951,975.3,907.5,921.4,62704513
5/31/73,921.4,965.2,875.5,901.4,76073685
6/30/73,901.4,935.6,864.5,891.7,60609020
7/31/73,890.2,944.1,863.9,926.4,69424061
8/31/73,924.4,924.4,845.5,887.6,61908269
9/30/73,887.6,964.6,873.3,947.1,74226314
10/31/73,947.1,997.6,937.7,956.6,95390979
11/30/73,956.6,963.8,810.4,822.3,90203006
12/31/73,820.5,861.1,783.6,850.9,86702258
1/31/74,850.9,890.4,816.6,855.6,81913535
2/28/74,855.6,871.4,795.7,860.5,57927068
3/31/74,860.5,904,841.8,846.7,69834586
4/30/74,846.7,875.9,818.7,836.8,57354135
5/31/74,836.8,870.4,788.8,802.2,62063907
6/30/74,802.2,865.5,796.5,802.4,55339850
7/31/74,802.4,812,753.1,757.4,61824812
8/31/74,757.4,803.4,651.6,678.6,63180451
9/30/74,678.6,686.5,598.8,607.9,63169172
10/31/74,607.9,689.3,573.2,665.5,85060152
11/30/74,665.5,692.8,599.8,618.7,64689473
12/31/74,616.1,619.8,570,616.2,71086468
1/31/75,619.1,717.3,619.1,703.7,97567672
2/28/75,703.7,757.4,695.2,739.1,95557894
3/31/75,739.1,796.9,731.5,768.2,102318047
4/30/75,768.2,835.2,736.6,821.3,101808271
5/31/75,821.3,868.6,808,832.3,103193234
6/30/75,835.7,884.6,811.2,879,100827067
7/31/75,879,888.9,819.2,831.5,99627067
8/31/75,831.5,844,785.8,835.3,63489473
9/30/75,835.3,849,789.7,793.9,62057143
10/31/75,793.9,859.6,780.5,836,82452633
11/30/75,836,865.8,821.1,860.7,71912031
12/31/75,860.7,866.1,812.8,852.4,78715037
1/31/76,852.4,986,848.6,975.3,143420299
2/29/76,975.3,1002.8,946.2,972.6,134465414
3/31/76,972.6,1018,964.2,999.5,119458647
4/30/76,999.5,1017.7,963,996.9,88479698
5/31/76,995.8,1015.8,955.8,975.2,80280452
6/30/76,975.2,1012.9,951.7,1002.8,94112031
7/31/76,1002.8,1017.9,974.2,984.6,88818046
8/31/76,984.6,1004.7,954.1,973.7,78198496
9/30/76,973.7,1026.3,971.2,990.2,93552630
10/31/76,990.2,995.6,928.3,964.9,81516540
11/30/76,964.9,972,917.9,947.2,85944362
12/31/76,947.2,1006.8,942.2,1004.7,120575190
1/31/77,1004.7,1007.8,944.9,954.4,113147368
2/28/77,954.4,963.8,926,936.4,89873684
3/31/77,936.4,971.6,914.2,919.1,98050377
4/30/77,919.6,956.1,909.7,926.9,90915789
5/31/77,926.9,949.5,892.6,898.7,96049625
6/30/77,898.7,934.4,896.5,916.3,109432330
7/31/77,916.3,927.8,878.8,890.1,102063159
8/31/77,890.1,900,844.4,861.5,97815788
9/30/77,861.5,879.8,830.3,847.1,86542105
10/31/77,847.1,855.6,792.8,818.4,93263913
